CollectionTime,9/19/2024 10:37:12 AM
ExposureUsed,1.1
CalibratedSpectrum
-962.7078968117929,505
-959.9714848408522,524
-957.2358232597828,527
-954.5009119013725,519
-951.7667505983302,493
-949.0333391832855,521
-946.3006774887896,517
-943.5687653473143,513
-940.837602591253,487
-938.1071890529199,497
-935.3775245645503,555
-932.6486089583007,633
-929.9204420662485,590
-927.1930237203925,607
-924.4663537526524,557
-921.7404319948689,561
-919.0152582788041,589
-916.2908324361409,629
-913.5671542984834,561
-910.8442236973568,602
-908.1220404642074,620
-905.4006044304027,600
-902.679915427231,554
-899.959973285902,566
-897.2407778375464,569
-894.5223289132158,554
-891.8046263438832,579
-889.0876699604426,604
-886.3714595937089,620
-883.6559950744183,616
-880.9412762332282,613
-878.2273029007168,557
-875.5140749073835,552
-872.8015920836489,582
-870.0898542598545,590
-867.3788612662631,555
-864.6686129330585,529
-861.9591090903457,520
-859.2503495681506,542
-856.5423341964203,549
-853.8350628050229,529
-851.1285352237478,584
-848.4227512823054,607
-845.7177108103272,522
-843.0134136373656,528
-840.3098595928943,541
-837.6070485063082,560
-834.9049802069229,531
-832.2036545239757,533
-829.5030712866244,638
-826.8032303239481,563
-824.1041314649472,545
-821.4057745385428,563
-818.7081593735775,529
-816.0112857988148,570
-813.3151536429393,557
-810.6197627345566,545
-807.9251129021936,534
-805.2312039742981,586
-802.5380357792392,549
-799.8456081453069,539
-797.1539209007124,550
-794.462973873588,562
-791.772766891987,575
-789.083299783884,567
-786.3945723771743,567
-783.7065844996748,540
-781.0193359791231,567
-778.3328266431781,597
-775.6470563194197,564
-772.9620248353489,547
-770.2777320183878,544
-767.5941776958798,547
-764.9113616950891,540
-762.2292838432011,517
-759.5479439673222,541
-756.8673418944801,572
-754.1874774516235,551
-751.5083504656222,547
-748.8299607632671,594
-746.15230817127,609
-743.475392516264,581
-740.7992136248035,572
-738.1237713233636,568
-735.4490654383407,563
-732.7750957960521,607
-730.1018622227365,543
-727.4293645445534,550
-724.7576025875837,543
-722.0865761778291,552
-719.4162851412126,537
-716.7467293035781,587
-714.0779084906909,657
-711.409822528237,593
-708.7424712418238,581
-706.0758544569796,581
-703.4099719991541,639
-700.7448236937178,612
-698.0804093659622,612
-695.4167288411002,591
-692.7537819442656,610
-690.0915685005134,593
-687.4300883348199,575
-684.7693412720819,580
-682.1093271371178,588
-679.4500457546669,574
-676.7914969493897,566
-674.1336805458676,554
-671.4765963686034,550
-668.8202442420206,546
-666.1646239904642,564
-663.5097354382001,613
-660.8555784094151,589
-658.2021527282176,605
-655.5494582186366,588
-652.8974947046223,587
-650.2462620100463,617
-647.5957599587009,621
-644.9459883742998,593
-642.2969470804776,627
-639.6486359007902,606
-637.0010546587141,625
-634.3542031776476,654
-631.7080812809096,641
-629.0626887917401,647
-626.4180255333008,750
-623.7740913286734,739
-621.1308860008619,699
-618.4884093727904,606
-615.8466612673046,613
-613.2056415071715,672
-610.5653499150785,644
-607.9257863136347,576
-605.28695052537,613
-602.6488423727357,656
-600.0114616781036,691
-597.3748082637674,649
-594.7388819519412,841
-592.1036825647604,805
-589.4692099242818,733
-586.8354638524829,730
-584.2024441712624,759
-581.5701507024403,761
-578.9385832677575,738
-576.3077416888759,713
-573.6776257873787,710
-571.0482353847704,786
