CollectionTime,6/26/2024 4:06:16 PM
ExposureUsed,30
CalibratedSpectrum
-962.7078968117929,907
-959.9714848408522,987
-957.2358232597828,959
-954.5009119013725,910
-951.7667505983302,895
-949.0333391832855,939
-946.3006774887896,944
-943.5687653473143,929
-940.837602591253,890
-938.1071890529199,880
-935.3775245645503,892
-932.6486089583007,913
-929.9204420662485,924
-927.1930237203925,878
-924.4663537526524,845
-921.7404319948689,863
-919.0152582788041,868
-916.2908324361409,1154
-913.5671542984834,964
-910.8442236973568,924
-908.1220404642074,937
-905.4006044304027,879
-902.679915427231,879
-899.959973285902,906
-897.2407778375464,900
-894.5223289132158,940
-891.8046263438832,927
-889.0876699604426,929
-886.3714595937089,886
-883.6559950744183,934
-880.9412762332282,940
-878.2273029007168,915
-875.5140749073835,879
-872.8015920836489,931
-870.0898542598545,919
-867.3788612662631,908
-864.6686129330585,891
-861.9591090903457,923
-859.2503495681506,879
-856.5423341964203,901
-853.8350628050229,991
-851.1285352237478,1019
-848.4227512823054,1002
-845.7177108103272,977
-843.0134136373656,999
-840.3098595928943,1016
-837.6070485063082,1034
-834.9049802069229,1057
-832.2036545239757,979
-829.5030712866244,999
-826.8032303239481,955
-824.1041314649472,888
-821.4057745385428,957
-818.7081593735775,998
-816.0112857988148,995
-813.3151536429393,974
-810.6197627345566,969
-807.9251129021936,934
-805.2312039742981,907
-802.5380357792392,973
-799.8456081453069,953
-797.1539209007124,938
-794.462973873588,960
-791.772766891987,960
-789.083299783884,1000
-786.3945723771743,1016
-783.7065844996748,1016
-781.0193359791231,1008
-778.3328266431781,1003
-775.6470563194197,1018
-772.9620248353489,1051
-770.2777320183878,1027
-767.5941776958798,1003
-764.9113616950891,1052
-762.2292838432011,1019
-759.5479439673222,1001
-756.8673418944801,1009
-754.1874774516235,1085
-751.5083504656222,1066
-748.8299607632671,1101
-746.15230817127,1008
-743.475392516264,1000
-740.7992136248035,1082
-738.1237713233636,1099
-735.4490654383407,1043
-732.7750957960521,1067
-730.1018622227365,1111
-727.4293645445534,1011
-724.7576025875837,1030
-722.0865761778291,1066
-719.4162851412126,1162
