CollectionTime,7/9/2024 12:12:35 PM
ExposureUsed,30
CalibratedSpectrum
-962.7078968117929,653
-959.9714848408522,685
-957.2358232597828,723
-954.5009119013725,726
-951.7667505983302,680
-949.0333391832855,735
-946.3006774887896,712
-943.5687653473143,706
-940.837602591253,717
-938.1071890529199,712
-935.3775245645503,753
-932.6486089583007,696
-929.9204420662485,686
-927.1930237203925,740
-924.4663537526524,724
-921.7404319948689,693
-919.0152582788041,720
-916.2908324361409,947
-913.5671542984834,752
-910.8442236973568,755
-908.1220404642074,736
-905.4006044304027,721
-902.679915427231,679
-899.959973285902,725
-897.2407778375464,755
-894.5223289132158,716
-891.8046263438832,709
-889.0876699604426,748
-886.3714595937089,721
-883.6559950744183,748
-880.9412762332282,725
-878.2273029007168,725
-875.5140749073835,724
-872.8015920836489,715
-870.0898542598545,754
-867.3788612662631,745
-864.6686129330585,742
-861.9591090903457,747
-859.2503495681506,722
-856.5423341964203,771
-853.8350628050229,743
-851.1285352237478,760
-848.4227512823054,775
-845.7177108103272,755
-843.0134136373656,738
-840.3098595928943,764
-837.6070485063082,759
-834.9049802069229,794
-832.2036545239757,786
-829.5030712866244,765
-826.8032303239481,736
-824.1041314649472,775
-821.4057745385428,775
-818.7081593735775,777
-816.0112857988148,770
-813.3151536429393,756
-810.6197627345566,788
-807.9251129021936,761
-805.2312039742981,752
-802.5380357792392,787
-799.8456081453069,786
-797.1539209007124,782
-794.462973873588,787
-791.772766891987,789
-789.083299783884,837
-786.3945723771743,887
-783.7065844996748,793
-781.0193359791231,776
-778.3328266431781,786
-775.6470563194197,828
-772.9620248353489,796
-770.2777320183878,783
-767.5941776958798,811
-764.9113616950891,768
-762.2292838432011,862
-759.5479439673222,756
-756.8673418944801,774
-754.1874774516235,761
-751.5083504656222,813
-748.8299607632671,812
-746.15230817127,809
-743.475392516264,770
-740.7992136248035,824
-738.1237713233636,833
-735.4490654383407,816
-732.7750957960521,807
-730.1018622227365,838
-727.4293645445534,811
-724.7576025875837,855
-722.0865761778291,843
-719.4162851412126,845
-716.7467293035781,838
-714.0779084906909,854
-711.409822528237,804
