CollectionTime,9/20/2024 11:39:35 AM
ExposureUsed,3
CalibratedSpectrum
-962.7078968117929,555
-959.9714848408522,561
-957.2358232597828,545
-954.5009119013725,621
-951.7667505983302,609
-949.0333391832855,570
-946.3006774887896,593
-943.5687653473143,553
-940.837602591253,542
-938.1071890529199,552
-935.3775245645503,542
-932.6486089583007,582
-929.9204420662485,610
-927.1930237203925,617
-924.4663537526524,569
-921.7404319948689,587
-919.0152582788041,634
-916.2908324361409,599
-913.5671542984834,573
-910.8442236973568,559
-908.1220404642074,553
-905.4006044304027,535
-902.679915427231,541
-899.959973285902,542
-897.2407778375464,562
-894.5223289132158,626
-891.8046263438832,565
-889.0876699604426,612
-886.3714595937089,621
-883.6559950744183,610
-880.9412762332282,551
-878.2273029007168,560
-875.5140749073835,533
-872.8015920836489,576
-870.0898542598545,505
-867.3788612662631,559
-864.6686129330585,568
-861.9591090903457,553
-859.2503495681506,564
-856.5423341964203,532
-853.8350628050229,549
-851.1285352237478,567
-848.4227512823054,634
-845.7177108103272,648
-843.0134136373656,594
-840.3098595928943,573
-837.6070485063082,537
-834.9049802069229,579
-832.2036545239757,555
-829.5030712866244,583
-826.8032303239481,610
-824.1041314649472,558
-821.4057745385428,522
-818.7081593735775,550
-816.0112857988148,607
-813.3151536429393,581
-810.6197627345566,588
-807.9251129021936,589
-805.2312039742981,664
-802.5380357792392,705
-799.8456081453069,623
-797.1539209007124,621
-794.462973873588,616
-791.772766891987,571
-789.083299783884,584
-786.3945723771743,548
-783.7065844996748,561
-781.0193359791231,536
-778.3328266431781,575
-775.6470563194197,570
-772.9620248353489,565
-770.2777320183878,587
-767.5941776958798,636
-764.9113616950891,608
-762.2292838432011,547
-759.5479439673222,520
-756.8673418944801,598
-754.1874774516235,616
-751.5083504656222,659
-748.8299607632671,633
-746.15230817127,600
-743.475392516264,592
-740.7992136248035,620
-738.1237713233636,603
-735.4490654383407,581
-732.7750957960521,538
-730.1018622227365,560
-727.4293645445534,554
-724.7576025875837,643
-722.0865761778291,630
-719.4162851412126,668
-716.7467293035781,677
-714.0779084906909,706
-711.409822528237,654
-708.7424712418238,616
-706.0758544569796,613
-703.4099719991541,619
-700.7448236937178,615
-698.0804093659622,608
-695.4167288411002,609
-692.7537819442656,586
-690.0915685005134,566
-687.4300883348199,598
-684.7693412720819,644
-682.1093271371178,679
-679.4500457546669,634
-676.7914969493897,623
-674.1336805458676,600
-671.4765963686034,638
-668.8202442420206,623
-666.1646239904642,655
-663.5097354382001,623
-660.8555784094151,597
-658.2021527282176,610
-655.5494582186366,629
-652.8974947046223,655
-650.2462620100463,629
-647.5957599587009,612
-644.9459883742998,672
-642.2969470804776,640
-639.6486359007902,630
-637.0010546587141,647
-634.3542031776476,698
-631.7080812809096,657
-629.0626887917401,631
-626.4180255333008,617
-623.7740913286734,684
-621.1308860008619,729
-618.4884093727904,684
-615.8466612673046,662
-613.2056415071715,652
-610.5653499150785,714
-607.9257863136347,724
-605.28695052537,713
-602.6488423727357,760
-600.0114616781036,723
-597.3748082637674,757
-594.7388819519412,791
-592.1036825647604,722
-589.4692099242818,761
-586.8354638524829,786
-584.2024441712624,757
-581.5701507024403,809
-578.9385832677575,884
-576.3077416888759,846
-573.6776257873787,756
-571.0482353847704,751
-568.4195703024757,709
-565.7916303618415,742
-563.164415384135,795
-560.5379251905453,724
-557.9121596021815,781
-555.2871184400748,786
-552.6628015251767,773
-550.0392086783606,773
-547.4163397204204,790
-544.794194472071,820
-542.1727727539491,812
-539.5520743866118,811
-536.9320991905377,799
-534.3128469861261,840
-531.6943175936979,899
-529.0765108334947,911
-526.4594265256793,977
-523.8430644903358,1169
-521.2274245474689,1359
-518.612506517005,1492
-515.9983102187913,1621
-513.3848354725959,1813
-510.77208209810846,2182
-508.16004991493924,2400
-505.5487387426199,2539
-502.9381484006032,2341
-500.3282787082628,2074
-497.71912948489364,1818
-495.1107005497117,1531
-492.5029917218539,1322
-489.8960028203786,1239
-487.28973366426493,1126
-484.68418407241325,979
-482.07935386364494,932
-479.47524285670266,845
-476.87185087025,888
-474.2691777228715,970
-471.66722323307334,1001
-469.0659872192821,885
-466.4654694998459,883
-463.86566989303384,886
-461.26658821703614,901
-458.66822428996414,989
-456.07057792985,978
-453.4736489546475,992
-450.877437182231,958
-448.28194243039627,896
-445.68716451686,915
-443.09310325926003,896
-440.49975847515555,927
-437.9071299820263,928
-435.31521759727354,973
-432.72402113821954,956
-430.13354042210767,889
-427.5437752661022,909
-424.95472548728867,906
-422.36639090267386,989
-419.7787713291855,1048
-417.1918665836721,1031
-414.60567648290385,1018
-412.0202008435715,1095
-409.4354394822874,1180
-406.8513922155845,1193
-404.26805885991723,1082
-401.685439231661,1033
-399.103533147112,944
-396.522340422488,929
-393.9418608739278,956
-391.3620943174908,981
-388.7830405691583,1015
-386.2046994448317,958
-383.6270707603344,871
-381.05015433141045,886
-378.473949973725,888
-375.8984575028645,866
-373.32367673433623,909
-370.74960748356875,908
-368.1762495659117,795
-365.60360279663576,832
-363.03166699093265,807
-360.4604419639154,705
-357.8899275306178,657
-355.32012350599507,638
-352.7510297049233,615
-350.1826459421999,577
-347.61497203254316,689
-345.04800779059235,729
-342.4817530309082,636
-339.91620756797226,671
-337.35137121618743,722
-334.7872437898774,682
-332.22382510328725,728
-329.66111497058273,731
-327.09911320585127,695
-324.53781962310075,760
-321.9772340362607,624
-319.4173562591816,627
-316.8581861056348,628
-314.2997233893127,706
-311.7419679238294,793
-309.1849195227194,762
-306.62857799943856,768
-304.0729431673641,728
-301.51801483979375,789
-298.963792829947,793
-296.41027695096386,670
-293.85746701590574,709
-291.3053628377552,780
-288.7539642294155,802
-286.2032710037115,800
-283.65328297338897,741
-281.1039999511146,687
-278.5554217494762,788
-276.007548180983,992
-273.4603790580651,920
-270.9139141930734,820
-268.3681533982807,937
-265.8230964858798,917
-263.27874326798565,903
-260.7350935566336,931
-258.1921471637804,978
-255.6499039013039,1162
-253.10836358100266,999
-250.56752601459698,948
-248.02739101372765,959
-245.48795838995704,1018
-242.94922795476816,1063
-240.41119951956557,998
-237.8738728956746,939
-235.33724789434166,1001
-232.80132432673452,1161
-230.2661020039418,1189
-227.73158073697357,1176
-225.19776033676033,1112
-222.66464061415422,1347
-220.1322213799284,1267
-217.60050244477725,979
-215.06948361931552,1018
-212.53916471408013,1335
-210.00954553952818,1387
-207.48062590603843,1348
-204.9524056239104,1306
-202.4248845033651,1426
-199.8980623545441,1433
-197.37193898751036,1453
-194.84651421224817,1358
-192.32178783866232,1204
-189.79775967657952,1198
-187.27442953574644,1174
-184.7517972258321,1268
-182.2298625564256,1263
-179.7086253370378,1163
-177.18808537710026,1275
-174.66824248596583,1398
-172.14909647290835,1575
-169.6306471471229,1619
-167.11289431772548,1518
-164.59583779375328,1566
-162.07947738416453,1975
-159.5638128978386,2152
-157.04884414357605,1740
-154.53457093009854,1656
-152.02099306604828,1486
-149.50811035998936,1778
-146.99592262040665,1830
-144.48442965570587,1772
-141.97363127421409,1671
-139.46352728417958,1769
-136.95411749377126,1805
-134.44540171107985,1794
-131.93737974411636,1707
-129.43005140081357,1868
-126.92341648902493,2482
-124.41747481652521,2653
-121.91222619101006,2785
-119.40767042009657,3028
-116.90380731132257,3368
-114.40063667214702,3735
-111.8981583099503,4163
-109.3963720320337,5518
-106.89527764561933,7218
-104.39487495785067,7494
-101.89516377579241,7492
-99.39614390642998,9328
-96.89781515667039,14436
-94.40017733334128,19963
-91.90323024319173,20696
-89.40697369289148,17145
-86.91140748903172,12264
-84.41653143812482,8612
-81.92234534660395,9575
-79.42884902082358,11489
-76.93604226705907,13018
-74.4439248915071,14357
-71.95249670028534,13882
-69.46175749943245,12992
-66.97170709490854,10795
-64.48234529259423,12299
-61.99367189829195,15453
-59.50568671772464,19545
-57.01838955653636,27088
-54.53178022029283,30553
-52.045858514480074,40624
-49.560624244506016,51280
-47.07607721569923,52694
-44.59221723330904,54016
-42.10904410250669,52386
-39.62655762838392,50253
-37.14475761595372,51231
-34.66364387015028,39172
-32.18321619582866,41035
-29.70347439776515,40079
-27.224418280657005,38199
-24.74604764912317,36007
-22.26836230770266,44337
-19.7913620608565,65035
-17.315046712966478,65035
-14.83941606833514,65035
-12.36446993118659,65035
-9.89020810566592,65035
-7.416630395839093,65035
-4.94373660569363,65035
-2.471526539137585,65035
-6.821210263296962E-13,65035
2.47084320796705,65035
4.941003281093458,65035
7.410480415786196,65035
9.879274808531363,65035
12.347386655893956,65035
14.814816154518212,65035
17.28156350112681,65035
19.74762889252179,65035
22.21301252558385,65035
24.67771459727237,27572
27.141735304626195,10948
29.605074844762612,11276
32.06773341487792,10770
34.52971121224755,8908
36.99100843422559,6566
39.45162527824516,7540
41.91156194181792,8087
44.370818622535126,7083
46.82939551806646,5714
49.287292826160524,6140
51.74451074464503,5767
54.201049471426245,5892
56.65690920448981,5522
59.112090141899785,4226
61.56659248179983,3704
64.02041642241159,3130
66.4735621620365,3297
68.92602989905402,3911
71.37781983192338,4021
73.82893215918205,3966
76.27936707944684,3060
78.72912479141326,3025
81.17820549385567,2954
83.62660938562783,2187
86.07433666566146,2512
88.5213875329681,2534
90.96776218663751,2336
93.41346082583925,2713
95.85848364982041,3587
98.30283085790859,2577
100.7465026495089,2228
103.18949922410604,2469
105.63182078126385,2459
108.07346752062438,2049
110.51443964190923,1871
112.95473734491827,2096
115.39436082953114,2341
117.83331029570547,2566
120.27158594347827,2959
122.7091879729652,2950
125.1461165843615,3054
127.58237197794062,2828
130.01795435405518,2807
132.4528639131364,2513
134.88710085569494,2326
137.32066538231982,2221
139.75355769367923,1960
142.1857779905207,1441
144.61732647366978,1281
147.04820334403132,1477
149.47840880258934,1877
151.90794305040674,2468
154.33680628862487,2271
156.76499871846443,1985
159.19252054122433,1784
161.61937195828352,1801
164.04555317109896,1891
166.47106438120693,2007
168.89590579022217,2158
171.320077599839,2319
173.7435800118302,2500
176.16641322804742,2887
178.58857745042144,2909
181.01007288096173,2696
183.43089972175687,2623
185.85105817497413,2402
188.27054844285988,2398
190.6893707277394,2549
193.10752523201643,2928
195.5250121581745,3090
197.9418317087751,2865
200.3579840864594,2622
202.7734694939469,2723
205.18828813403627,2792
207.6024402096051,2783
210.01592592360964,2737
212.42874547908548,2680
214.84089907914665,2631
217.2523869269868,2682
219.66320922587727,2684
222.0733661791695,2581
224.48285799029293,2524
226.8916848627572,2589
229.29984700014882,2740
231.7073446061355,2628
234.11417788446204,2765
236.520347038953,2743
238.92585227351185,2813
241.33069379212054,2838
243.73487179884035,2938
246.1383864978112,2862
248.541238093252,2726
250.9434267894609,2748
253.34495279081432,2652
255.74581630176783,2632
258.1460175268563,2700
260.54555667069314,2847
262.9444339379703,2899
265.3426495334594,2906
267.7402036620107,2825
270.1370965285529,2866
272.53332833809407,2810
274.9288992957214,2692
277.32380960660055,2502
279.718059475976,2576
282.1116491091717,2574
284.5045787115897,2609
286.89684848871195,2653
289.2884586460981,2743
291.67940938938807,2672
294.0697009242996,2789
296.4593334566299,2678
298.84830719225477,2873
301.23662233712923,2798
303.6242790972866,2684
306.01127767884,2569
308.39761828798066,2522
310.78330113097934,2579
313.16832641418534,2479
315.5526943440269,2568
317.9364051270112,2543
320.3194589697242,2521
322.70185607883093,2382
325.0835966610754,2380
327.4646809232805,2287
329.8451090723478,2319
332.2248813152577,2284
334.6039978590701,2307
336.9824589109231,2268
339.36026467803447,2264
341.7374153677,2289
344.113911187295,2251
346.48975234427337,2403
348.8649390461686,2419
351.2394715005918,2422
353.61334991523415,2244
355.9865744978655,2267
358.35914545633375,2355
360.73106299856715,2247
363.10232733257146,2189
365.47293866643247,2253
367.84289720831396,2253
370.2122031664593,2174
372.5808567491905,2240
374.9488581649083,2139
377.31620762209275,2065
379.6829053293021,2184
382.0489514951745,2166
384.4143463284262,2136
386.7790900378528,2025
389.14318283232853,2096
391.50662492080653,2058
393.86941651231916,2153
396.23155781597745,2135
398.5930490409713,2206
400.9538903965696,2134
403.3140820921202,2091
405.6736243370498,2133
408.03251734086336,2106
410.3907613131465,2036
412.74835646356166,2107
415.10530300185144,2021
417.4616011378372,2086
419.81725108141893,2107
422.1722530425758,2067
424.5266072313656,1985
426.880313857925,1989
429.2333731324701,2024
431.58578526529516,1997
433.9375504667738,2015
436.2886689473588,1982
438.63914091758113,2000
440.9889665880513,1953
443.33814616945835,1922
445.68667987257015,2020
448.03456790823395,1939
450.3818104873759,1897
452.72840782100013,1957
455.07436012019105,2034
457.41966759611057,1867
459.7643304600007,1948
462.10834892318155,1946
464.4517231970525,1895
466.79445349309174,1973
469.1365400228566,1991
471.4779829979826,1986
473.81878263018564,1943
476.15893913125876,2038
478.4984527130747,2195
480.8373235875855,2143
483.17555196682144,2124
485.5131380628919,2109
487.8500820879857,2251
490.1863842543697,2204
492.52204477439034,2378
494.8570638604725,2582
497.1914417251204,2883
499.52517858091653,3515
501.85827464052306,4146
504.19073011668036,4937
506.5225452222086,5299
508.85372017000566,5603
511.18425517304956,5529
513.514150444396,6012
515.8434061971808,6740
518.1720226446176,7392
520.4999999999999,7187
522.8273384766991,6719
525.1540382881666,6056
527.480099647932,5479
529.8055227696037,4340
532.1303078668694,3186
534.454455153496,2530
536.777964843328,2344
539.1008371502907,2142
541.4230722883866,2214
543.744670471698,2040
546.0656319143858,2092
548.3859568306899,2013
550.7056454349294,1998
553.0246979415016,1984
555.3431145648834,2003
557.6608955196306,1979
559.978041020377,2052
562.2945512818363,2075
564.6104265188006,2120
566.9256669461412,2048
569.2402727788082,2005
571.5542442318302,2050
573.8675815203156,2099
576.1802848594508,2133
578.4923544645015,2060
580.8037905508126,2130
583.114593333807,2019
585.4247630289875,1997
587.7342998519354,1992
590.0432040183106,2081
592.3514757438526,2034
594.6591152443794,2043
596.9661227357875,1983
599.2724984340531,2038
601.578242555231,1941
603.8833553154542,1988
606.1878369309362,2027
608.4916876179676,1916
610.7949075929192,1994
613.0974970722403,1951
615.3994562724587,1959
617.7007854101818,1977
620.0014847020951,1926
622.3015543649641,1969
624.6009946156324,2005
626.8998056710224,1929
629.1979877481361,1960
631.4955410640538,1944
633.7924658359349,2023
636.0887622810175,1969
638.3844306166192,2019
640.6794710601358,2021
642.9738838290426,1995
645.2676691408932,1983
647.5608272133207,1997
649.853358264037,2035
652.1452625108324,2052
