CollectionTime,9/20/2024 12:15:40 PM
ExposureUsed,3
CalibratedSpectrum
-962.7078968117929,1829
-959.9714848408522,2057
-957.2358232597828,2058
-954.5009119013725,1975
-951.7667505983302,2041
-949.0333391832855,2148
-946.3006774887896,2045
-943.5687653473143,2120
-940.837602591253,2133
-938.1071890529199,2193
-935.3775245645503,2108
-932.6486089583007,2107
-929.9204420662485,2128
-927.1930237203925,2106
-924.4663537526524,2041
-921.7404319948689,2096
-919.0152582788041,2214
-916.2908324361409,2174
-913.5671542984834,2126
-910.8442236973568,2115
-908.1220404642074,2124
-905.4006044304027,2086
-902.679915427231,2069
-899.959973285902,2118
-897.2407778375464,2060
-894.5223289132158,2052
-891.8046263438832,2119
-889.0876699604426,2068
-886.3714595937089,2108
-883.6559950744183,2101
-880.9412762332282,2065
-878.2273029007168,2113
-875.5140749073835,2018
-872.8015920836489,2128
-870.0898542598545,2152
-867.3788612662631,2058
-864.6686129330585,2180
-861.9591090903457,2040
-859.2503495681506,2091
-856.5423341964203,2161
-853.8350628050229,2084
-851.1285352237478,2087
-848.4227512823054,2134
-845.7177108103272,2130
-843.0134136373656,2137
-840.3098595928943,2149
-837.6070485063082,2076
-834.9049802069229,2074
-832.2036545239757,2201
-829.5030712866244,2164
-826.8032303239481,2202
-824.1041314649472,2044
-821.4057745385428,2113
-818.7081593735775,2135
-816.0112857988148,2131
-813.3151536429393,2209
-810.6197627345566,2149
-807.9251129021936,2153
-805.2312039742981,2154
-802.5380357792392,2159
-799.8456081453069,2116
-797.1539209007124,2134
-794.462973873588,2184
-791.772766891987,2184
-789.083299783884,2181
-786.3945723771743,2165
-783.7065844996748,2170
-781.0193359791231,2175
-778.3328266431781,2209
-775.6470563194197,2229
-772.9620248353489,2190
-770.2777320183878,2209
-767.5941776958798,2218
-764.9113616950891,2170
-762.2292838432011,2150
-759.5479439673222,2081
-756.8673418944801,2222
-754.1874774516235,2275
-751.5083504656222,2216
-748.8299607632671,2213
-746.15230817127,2210
-743.475392516264,2256
-740.7992136248035,2291
-738.1237713233636,2239
-735.4490654383407,2202
-732.7750957960521,2247
-730.1018622227365,2316
-727.4293645445534,2340
-724.7576025875837,2178
-722.0865761778291,2252
-719.4162851412126,2311
-716.7467293035781,2292
-714.0779084906909,2251
-711.409822528237,2292
-708.7424712418238,2331
-706.0758544569796,2298
-703.4099719991541,2344
-700.7448236937178,2336
-698.0804093659622,2359
-695.4167288411002,2349
-692.7537819442656,2363
-690.0915685005134,2330
-687.4300883348199,2326
-684.7693412720819,2346
-682.1093271371178,2374
-679.4500457546669,2407
-676.7914969493897,2352
-674.1336805458676,2332
-671.4765963686034,2381
-668.8202442420206,2350
-666.1646239904642,2484
-663.5097354382001,2316
-660.8555784094151,2403
-658.2021527282176,2376
-655.5494582186366,2512
-652.8974947046223,2436
-650.2462620100463,2435
-647.5957599587009,2421
-644.9459883742998,2412
-642.2969470804776,2448
-639.6486359007902,2446
-637.0010546587141,2475
-634.3542031776476,2389
-631.7080812809096,2466
-629.0626887917401,2436
-626.4180255333008,2433
-623.7740913286734,2484
-621.1308860008619,2549
-618.4884093727904,2505
-615.8466612673046,2575
-613.2056415071715,2479
-610.5653499150785,2581
-607.9257863136347,2632
-605.28695052537,2511
-602.6488423727357,2529
-600.0114616781036,2437
-597.3748082637674,2536
-594.7388819519412,2538
-592.1036825647604,2506
-589.4692099242818,2673
-586.8354638524829,2481
-584.2024441712624,2490
-581.5701507024403,2436
-578.9385832677575,2547
-576.3077416888759,2648
-573.6776257873787,2624
-571.0482353847704,2584
-568.4195703024757,2585
-565.7916303618415,2584
-563.164415384135,2615
-560.5379251905453,2585
-557.9121596021815,2599
-555.2871184400748,2578
-552.6628015251767,2542
-550.0392086783606,2668
-547.4163397204204,2664
-544.794194472071,2710
-542.1727727539491,2680
-539.5520743866118,2640
-536.9320991905377,2677
-534.3128469861261,2709
-531.6943175936979,2729
-529.0765108334947,2705
-526.4594265256793,2889
-523.8430644903358,2895
-521.2274245474689,3125
-518.612506517005,3209
-515.9983102187913,3070
-513.3848354725959,3216
-510.77208209810846,3201
-508.16004991493924,3300
-505.5487387426199,3255
-502.9381484006032,3276
-500.3282787082628,3447
-497.71912948489364,3382
-495.1107005497117,3288
-492.5029917218539,3136
-489.8960028203786,3003
-487.28973366426493,3020
-484.68418407241325,2918
-482.07935386364494,2837
-479.47524285670266,2854
-476.87185087025,2850
-474.2691777228715,2896
-471.66722323307334,2903
-469.0659872192821,2942
-466.4654694998459,2936
-463.86566989303384,2924
-461.26658821703614,2911
-458.66822428996414,2866
-456.07057792985,2819
-453.4736489546475,2834
-450.877437182231,2875
-448.28194243039627,2884
-445.68716451686,2849
-443.09310325926003,2841
-440.49975847515555,2835
-437.9071299820263,2771
-435.31521759727354,2805
-432.72402113821954,2799
-430.13354042210767,2842
-427.5437752661022,2903
-424.95472548728867,2830
-422.36639090267386,2983
-419.7787713291855,2859
-417.1918665836721,2942
-414.60567648290385,2951
-412.0202008435715,2968
-409.4354394822874,2916
-406.8513922155845,2901
-404.26805885991723,2943
-401.685439231661,2992
-399.103533147112,2929
-396.522340422488,2937
-393.9418608739278,2977
-391.3620943174908,2861
-388.7830405691583,2713
-386.2046994448317,2664
-383.6270707603344,2439
-381.05015433141045,2296
-378.473949973725,2146
-375.8984575028645,2043
-373.32367673433623,1833
-370.74960748356875,1541
-368.1762495659117,1339
-365.60360279663576,1214
-363.03166699093265,1060
-360.4604419639154,863
-357.8899275306178,719
-355.32012350599507,684
-352.7510297049233,642
-350.1826459421999,656
-347.61497203254316,596
-345.04800779059235,569
-342.4817530309082,525
-339.91620756797226,592
-337.35137121618743,606
-334.7872437898774,607
-332.22382510328725,551
-329.66111497058273,488
-327.09911320585127,473
-324.53781962310075,490
-321.9772340362607,493
-319.4173562591816,532
-316.8581861056348,518
-314.2997233893127,508
-311.7419679238294,488
-309.1849195227194,537
-306.62857799943856,559
-304.0729431673641,576
-301.51801483979375,572
-298.963792829947,530
-296.41027695096386,530
-293.85746701590574,531
-291.3053628377552,557
-288.7539642294155,606
-286.2032710037115,651
-283.65328297338897,645
-281.1039999511146,643
-278.5554217494762,548
-276.007548180983,573
-273.4603790580651,583
-270.9139141930734,573
-268.3681533982807,592
-265.8230964858798,567
-263.27874326798565,674
-260.7350935566336,733
-258.1921471637804,739
-255.6499039013039,696
-253.10836358100266,720
-250.56752601459698,738
-248.02739101372765,780
-245.48795838995704,799
-242.94922795476816,753
-240.41119951956557,774
-237.8738728956746,756
-235.33724789434166,748
-232.80132432673452,703
-230.2661020039418,694
-227.73158073697357,719
-225.19776033676033,814
-222.66464061415422,850
-220.1322213799284,814
-217.60050244477725,769
-215.06948361931552,858
-212.53916471408013,970
-210.00954553952818,908
-207.48062590603843,777
-204.9524056239104,869
-202.4248845033651,923
-199.8980623545441,878
-197.37193898751036,930
-194.84651421224817,982
-192.32178783866232,880
-189.79775967657952,1023
-187.27442953574644,1007
-184.7517972258321,917
-182.2298625564256,875
-179.7086253370378,760
-177.18808537710026,857
-174.66824248596583,921
-172.14909647290835,954
-169.6306471471229,863
-167.11289431772548,867
-164.59583779375328,944
-162.07947738416453,933
-159.5638128978386,1186
-157.04884414357605,1260
-154.53457093009854,1317
-152.02099306604828,1078
-149.50811035998936,1027
-146.99592262040665,1167
-144.48442965570587,1456
-141.97363127421409,1564
-139.46352728417958,1439
-136.95411749377126,1369
-134.44540171107985,1033
-131.93737974411636,931
-129.43005140081357,1061
-126.92341648902493,1279
-124.41747481652521,1774
-121.91222619101006,2009
-119.40767042009657,1750
-116.90380731132257,1342
-114.40063667214702,1770
-111.8981583099503,2569
-109.3963720320337,4121
-106.89527764561933,7021
-104.39487495785067,11085
-101.89516377579241,15231
-99.39614390642998,20058
-96.89781515667039,24423
-94.40017733334128,28602
-91.90323024319173,34535
-89.40697369289148,34772
-86.91140748903172,22690
-84.41653143812482,13450
-81.92234534660395,12588
-79.42884902082358,20767
-76.93604226705907,33776
-74.4439248915071,40581
-71.95249670028534,37377
-69.46175749943245,24803
-66.97170709490854,13617
-64.48234529259423,7994
-61.99367189829195,6161
-59.50568671772464,5817
-57.01838955653636,6581
-54.53178022029283,9338
-52.045858514480074,11114
-49.560624244506016,13176
-47.07607721569923,12955
-44.59221723330904,14015
-42.10904410250669,16521
-39.62655762838392,19550
-37.14475761595372,17754
-34.66364387015028,18069
-32.18321619582866,16446
-29.70347439776515,18268
-27.224418280657005,22908
-24.74604764912317,24832
-22.26836230770266,34398
-19.7913620608565,65037
-17.315046712966478,65037
-14.83941606833514,65037
-12.36446993118659,65037
-9.89020810566592,65037
-7.416630395839093,65037
-4.94373660569363,65037
-2.471526539137585,65037
-6.821210263296962E-13,65037
2.47084320796705,65037
4.941003281093458,65037
7.410480415786196,65037
9.879274808531363,65037
12.347386655893956,65037
14.814816154518212,65037
17.28156350112681,65037
19.74762889252179,65037
22.21301252558385,25376
24.67771459727237,6345
27.141735304626195,4731
29.605074844762612,6466
32.06773341487792,6729
34.52971121224755,5991
36.99100843422559,4501
39.45162527824516,3443
41.91156194181792,2843
44.370818622535126,2972
46.82939551806646,3042
49.287292826160524,4749
51.74451074464503,5683
54.201049471426245,4459
56.65690920448981,2565
59.112090141899785,1585
61.56659248179983,1808
64.02041642241159,2268
66.4735621620365,2669
68.92602989905402,3809
71.37781983192338,4411
73.82893215918205,4069
76.27936707944684,2790
78.72912479141326,2316
81.17820549385567,2040
83.62660938562783,1965
86.07433666566146,1695
88.5213875329681,1620
90.96776218663751,1675
93.41346082583925,1544
95.85848364982041,2042
98.30283085790859,2534
100.7465026495089,1745
103.18949922410604,1571
105.63182078126385,1287
108.07346752062438,1178
110.51443964190923,1166
112.95473734491827,1137
115.39436082953114,1407
117.83331029570547,1302
120.27158594347827,1348
122.7091879729652,1179
125.1461165843615,1087
127.58237197794062,972
130.01795435405518,1109
132.4528639131364,1288
134.88710085569494,1197
137.32066538231982,1302
139.75355769367923,1439
142.1857779905207,1472
144.61732647366978,1263
147.04820334403132,1231
149.47840880258934,1174
151.90794305040674,1336
154.33680628862487,1508
156.76499871846443,1766
159.19252054122433,1835
161.61937195828352,2208
164.04555317109896,2485
166.47106438120693,2896
168.89590579022217,3262
171.320077599839,3558
173.7435800118302,3827
176.16641322804742,3998
178.58857745042144,4307
181.01007288096173,4349
183.43089972175687,4423
185.85105817497413,4641
188.27054844285988,4789
190.6893707277394,4933
193.10752523201643,5145
195.5250121581745,5197
197.9418317087751,5429
200.3579840864594,5393
202.7734694939469,5412
205.18828813403627,5647
207.6024402096051,5539
210.01592592360964,5705
212.42874547908548,5561
214.84089907914665,5500
217.2523869269868,5543
219.66320922587727,5534
222.0733661791695,5552
224.48285799029293,5598
226.8916848627572,5626
229.29984700014882,5742
231.7073446061355,5895
234.11417788446204,5736
236.520347038953,5942
238.92585227351185,6051
241.33069379212054,6206
243.73487179884035,6235
246.1383864978112,6089
248.541238093252,6299
250.9434267894609,6338
253.34495279081432,6366
255.74581630176783,6187
258.1460175268563,6302
260.54555667069314,6386
262.9444339379703,6195
265.3426495334594,6144
267.7402036620107,6105
270.1370965285529,6082
272.53332833809407,5915
274.9288992957214,5907
277.32380960660055,5635
279.718059475976,5738
282.1116491091717,5776
284.5045787115897,5649
286.89684848871195,5470
289.2884586460981,5550
291.67940938938807,5534
294.0697009242996,5815
296.4593334566299,5769
298.84830719225477,5683
301.23662233712923,5800
303.6242790972866,5663
306.01127767884,5488
308.39761828798066,5450
310.78330113097934,5499
313.16832641418534,5406
315.5526943440269,5366
317.9364051270112,5442
320.3194589697242,5550
322.70185607883093,5275
325.0835966610754,5274
327.4646809232805,5382
329.8451090723478,5303
332.2248813152577,5320
334.6039978590701,5339
336.9824589109231,5339
339.36026467803447,5312
341.7374153677,5227
344.113911187295,5149
346.48975234427337,5085
348.8649390461686,5269
351.2394715005918,5325
353.61334991523415,5265
355.9865744978655,5247
358.35914545633375,5311
360.73106299856715,5321
363.10232733257146,5311
365.47293866643247,5328
367.84289720831396,5208
370.2122031664593,5160
372.5808567491905,5217
374.9488581649083,5146
377.31620762209275,5090
379.6829053293021,5123
382.0489514951745,5252
384.4143463284262,5268
386.7790900378528,5162
389.14318283232853,5197
391.50662492080653,5120
393.86941651231916,5066
396.23155781597745,5331
398.5930490409713,5105
400.9538903965696,5150
403.3140820921202,5074
405.6736243370498,5028
408.03251734086336,5049
410.3907613131465,5146
412.74835646356166,5033
415.10530300185144,5008
417.4616011378372,5111
419.81725108141893,5140
422.1722530425758,5106
424.5266072313656,5114
426.880313857925,5145
429.2333731324701,5148
431.58578526529516,5331
433.9375504667738,5052
436.2886689473588,5125
438.63914091758113,5207
440.9889665880513,5103
443.33814616945835,5119
445.68667987257015,5280
448.03456790823395,5187
450.3818104873759,5164
452.72840782100013,4966
455.07436012019105,5062
457.41966759611057,5022
459.7643304600007,5050
462.10834892318155,5038
464.4517231970525,5073
466.79445349309174,5055
469.1365400228566,5178
471.4779829979826,5153
473.81878263018564,5262
476.15893913125876,5257
478.4984527130747,5221
480.8373235875855,5301
483.17555196682144,5209
485.5131380628919,5301
487.8500820879857,5415
490.1863842543697,5343
492.52204477439034,5528
494.8570638604725,5638
497.1914417251204,5839
499.52517858091653,6147
501.85827464052306,6412
504.19073011668036,6649
506.5225452222086,6597
508.85372017000566,6700
511.18425517304956,6968
513.514150444396,7028
515.8434061971808,8161
518.1720226446176,8862
520.4999999999999,8936
522.8273384766991,8899
525.1540382881666,8305
527.480099647932,7955
529.8055227696037,7225
532.1303078668694,6257
534.454455153496,5689
536.777964843328,5474
539.1008371502907,5332
541.4230722883866,5281
543.744670471698,5346
546.0656319143858,5417
548.3859568306899,5348
550.7056454349294,5208
553.0246979415016,5269
555.3431145648834,5214
557.6608955196306,5334
559.978041020377,5178
562.2945512818363,5353
564.6104265188006,5281
566.9256669461412,5236
569.2402727788082,5260
571.5542442318302,5311
573.8675815203156,5252
576.1802848594508,5449
578.4923544645015,5268
580.8037905508126,5378
583.114593333807,5294
585.4247630289875,5427
587.7342998519354,5318
590.0432040183106,5413
592.3514757438526,5279
594.6591152443794,5548
596.9661227357875,5401
599.2724984340531,5303
601.578242555231,5366
603.8833553154542,5471
606.1878369309362,5343
608.4916876179676,5448
610.7949075929192,5380
613.0974970722403,5419
615.3994562724587,5355
