CollectionTime,6/28/2024 1:39:51 PM
ExposureUsed,30
CalibratedSpectrum
-962.7078968117929,724
-959.9714848408522,753
-957.2358232597828,765
-954.5009119013725,745
-951.7667505983302,767
-949.0333391832855,799
-946.3006774887896,734
-943.5687653473143,753
-940.837602591253,765
-938.1071890529199,724
-935.3775245645503,712
-932.6486089583007,693
-929.9204420662485,691
-927.1930237203925,702
-924.4663537526524,718
-921.7404319948689,713
-919.0152582788041,755
-916.2908324361409,934
-913.5671542984834,775
-910.8442236973568,787
-908.1220404642074,716
-905.4006044304027,732
-902.679915427231,771
-899.959973285902,725
-897.2407778375464,729
-894.5223289132158,751
-891.8046263438832,729
-889.0876699604426,703
-886.3714595937089,760
-883.6559950744183,729
-880.9412762332282,727
-878.2273029007168,743
-875.5140749073835,674
-872.8015920836489,729
-870.0898542598545,689
-867.3788612662631,733
-864.6686129330585,764
-861.9591090903457,755
-859.2503495681506,746
-856.5423341964203,787
-853.8350628050229,770
-851.1285352237478,775
-848.4227512823054,789
-845.7177108103272,782
-843.0134136373656,794
-840.3098595928943,801
-837.6070485063082,784
-834.9049802069229,784
-832.2036545239757,772
-829.5030712866244,749
-826.8032303239481,739
-824.1041314649472,717
-821.4057745385428,797
-818.7081593735775,773
-816.0112857988148,764
-813.3151536429393,781
-810.6197627345566,760
-807.9251129021936,800
-805.2312039742981,781
-802.5380357792392,799
-799.8456081453069,765
-797.1539209007124,816
-794.462973873588,781
-791.772766891987,800
-789.083299783884,797
-786.3945723771743,825
-783.7065844996748,788
-781.0193359791231,764
-778.3328266431781,880
-775.6470563194197,800
-772.9620248353489,827
-770.2777320183878,810
-767.5941776958798,784
-764.9113616950891,830
-762.2292838432011,793
-759.5479439673222,807
-756.8673418944801,838
-754.1874774516235,785
-751.5083504656222,797
-748.8299607632671,809
-746.15230817127,768
-743.475392516264,810
-740.7992136248035,824
-738.1237713233636,810
-735.4490654383407,862
-732.7750957960521,816
-730.1018622227365,829
-727.4293645445534,800
-724.7576025875837,842
-722.0865761778291,813
-719.4162851412126,885
-716.7467293035781,836
-714.0779084906909,869
-711.409822528237,870
