CollectionTime,7/10/2024 4:16:10 PM
ExposureUsed,3
CalibratedSpectrum
-962.7078968117929,818
-959.9714848408522,777
-957.2358232597828,845
-954.5009119013725,846
-951.7667505983302,878
-949.0333391832855,909
-946.3006774887896,905
-943.5687653473143,863
-940.837602591253,897
-938.1071890529199,895
-935.3775245645503,866
-932.6486089583007,897
-929.9204420662485,861
-927.1930237203925,841
-924.4663537526524,810
-921.7404319948689,928
-919.0152582788041,906
-916.2908324361409,919
-913.5671542984834,879
-910.8442236973568,894
-908.1220404642074,907
-905.4006044304027,878
-902.679915427231,845
-899.959973285902,818
-897.2407778375464,828
-894.5223289132158,825
-891.8046263438832,806
-889.0876699604426,792
-886.3714595937089,812
-883.6559950744183,861
-880.9412762332282,813
-878.2273029007168,828
-875.5140749073835,853
-872.8015920836489,857
-870.0898542598545,817
-867.3788612662631,848
-864.6686129330585,846
-861.9591090903457,852
-859.2503495681506,868
-856.5423341964203,864
-853.8350628050229,814
-851.1285352237478,811
-848.4227512823054,859
-845.7177108103272,854
-843.0134136373656,849
-840.3098595928943,848
-837.6070485063082,858
-834.9049802069229,892
-832.2036545239757,917
-829.5030712866244,865
-826.8032303239481,856
-824.1041314649472,861
-821.4057745385428,886
-818.7081593735775,874
-816.0112857988148,861
-813.3151536429393,895
-810.6197627345566,886
-807.9251129021936,953
-805.2312039742981,861
-802.5380357792392,875
-799.8456081453069,894
-797.1539209007124,842
-794.462973873588,894
-791.772766891987,875
-789.083299783884,870
-786.3945723771743,880
-783.7065844996748,866
-781.0193359791231,863
-778.3328266431781,909
-775.6470563194197,912
-772.9620248353489,905
-770.2777320183878,889
-767.5941776958798,891
-764.9113616950891,883
-762.2292838432011,910
-759.5479439673222,875
-756.8673418944801,856
-754.1874774516235,885
-751.5083504656222,920
-748.8299607632671,894
-746.15230817127,937
-743.475392516264,944
-740.7992136248035,908
-738.1237713233636,897
-735.4490654383407,885
-732.7750957960521,877
-730.1018622227365,929
-727.4293645445534,928
-724.7576025875837,960
-722.0865761778291,985
-719.4162851412126,959
-716.7467293035781,961
-714.0779084906909,970
-711.409822528237,961
-708.7424712418238,980
-706.0758544569796,939
-703.4099719991541,951
-700.7448236937178,953
-698.0804093659622,997
-695.4167288411002,934
-692.7537819442656,935
-690.0915685005134,934
-687.4300883348199,963
-684.7693412720819,1006
-682.1093271371178,1010
-679.4500457546669,932
-676.7914969493897,960
-674.1336805458676,948
-671.4765963686034,957
-668.8202442420206,1009
-666.1646239904642,1034
-663.5097354382001,961
-660.8555784094151,951
-658.2021527282176,985
-655.5494582186366,979
-652.8974947046223,1019
-650.2462620100463,991
-647.5957599587009,1012
-644.9459883742998,1009
-642.2969470804776,1046
-639.6486359007902,1048
-637.0010546587141,1081
-634.3542031776476,1055
-631.7080812809096,1053
-629.0626887917401,1060
-626.4180255333008,1011
-623.7740913286734,1032
-621.1308860008619,1063
-618.4884093727904,1039
-615.8466612673046,1044
-613.2056415071715,1103
-610.5653499150785,1070
-607.9257863136347,1052
-605.28695052537,1114
-602.6488423727357,1085
-600.0114616781036,1042
-597.3748082637674,1022
-594.7388819519412,1120
-592.1036825647604,1095
-589.4692099242818,1062
-586.8354638524829,1052
-584.2024441712624,1033
-581.5701507024403,1105
-578.9385832677575,1084
-576.3077416888759,1081
-573.6776257873787,1118
-571.0482353847704,1074
-568.4195703024757,1084
-565.7916303618415,1065
-563.164415384135,1079
-560.5379251905453,1090
-557.9121596021815,1094
-555.2871184400748,1116
-552.6628015251767,1070
-550.0392086783606,1147
-547.4163397204204,1141
-544.794194472071,1134
-542.1727727539491,1181
-539.5520743866118,1139
-536.9320991905377,1098
-534.3128469861261,1157
-531.6943175936979,1203
-529.0765108334947,1195
-526.4594265256793,1228
-523.8430644903358,1316
-521.2274245474689,1463
-518.612506517005,1477
-515.9983102187913,1482
-513.3848354725959,1445
-510.77208209810846,1489
-508.16004991493924,1504
-505.5487387426199,1696
-502.9381484006032,1831
-500.3282787082628,1705
-497.71912948489364,1704
-495.1107005497117,1609
-492.5029917218539,1537
-489.8960028203786,1460
-487.28973366426493,1376
-484.68418407241325,1275
-482.07935386364494,1244
-479.47524285670266,1279
-476.87185087025,1312
-474.2691777228715,1320
-471.66722323307334,1303
-469.0659872192821,1266
-466.4654694998459,1239
-463.86566989303384,1294
-461.26658821703614,1263
-458.66822428996414,1231
-456.07057792985,1313
-453.4736489546475,1304
-450.877437182231,1339
-448.28194243039627,1286
-445.68716451686,1274
-443.09310325926003,1245
-440.49975847515555,1234
-437.9071299820263,1263
-435.31521759727354,1238
-432.72402113821954,1257
-430.13354042210767,1326
-427.5437752661022,1268
-424.95472548728867,1253
-422.36639090267386,1238
-419.7787713291855,1287
-417.1918665836721,1274
-414.60567648290385,1323
-412.0202008435715,1313
-409.4354394822874,1313
-406.8513922155845,1392
-404.26805885991723,1340
-401.685439231661,1399
-399.103533147112,1392
-396.522340422488,1365
-393.9418608739278,1357
-391.3620943174908,1286
-388.7830405691583,1224
-386.2046994448317,1212
-383.6270707603344,1153
-381.05015433141045,1086
-378.473949973725,1067
-375.8984575028645,1045
-373.32367673433623,935
-370.74960748356875,791
-368.1762495659117,780
-365.60360279663576,691
-363.03166699093265,623
-360.4604419639154,554
-357.8899275306178,537
-355.32012350599507,535
-352.7510297049233,583
-350.1826459421999,603
-347.61497203254316,596
-345.04800779059235,516
-342.4817530309082,465
-339.91620756797226,508
-337.35137121618743,518
-334.7872437898774,509
-332.22382510328725,492
-329.66111497058273,508
-327.09911320585127,501
-324.53781962310075,542
-321.9772340362607,530
-319.4173562591816,485
-316.8581861056348,493
-314.2997233893127,491
-311.7419679238294,493
-309.1849195227194,520
-306.62857799943856,580
-304.0729431673641,620
-301.51801483979375,529
-298.963792829947,521
-296.41027695096386,622
-293.85746701590574,608
-291.3053628377552,576
-288.7539642294155,558
-286.2032710037115,575
-283.65328297338897,633
-281.1039999511146,578
-278.5554217494762,636
-276.007548180983,577
-273.4603790580651,587
-270.9139141930734,583
-268.3681533982807,583
-265.8230964858798,565
-263.27874326798565,593
-260.7350935566336,653
-258.1921471637804,704
-255.6499039013039,745
-253.10836358100266,724
-250.56752601459698,736
-248.02739101372765,612
-245.48795838995704,674
-242.94922795476816,718
-240.41119951956557,786
-237.8738728956746,776
-235.33724789434166,770
-232.80132432673452,758
-230.2661020039418,700
-227.73158073697357,716
-225.19776033676033,883
-222.66464061415422,874
-220.1322213799284,837
-217.60050244477725,826
-215.06948361931552,813
-212.53916471408013,865
-210.00954553952818,829
-207.48062590603843,820
-204.9524056239104,748
-202.4248845033651,737
-199.8980623545441,731
-197.37193898751036,742
-194.84651421224817,801
-192.32178783866232,810
-189.79775967657952,799
-187.27442953574644,886
-184.7517972258321,912
-182.2298625564256,909
-179.7086253370378,743
-177.18808537710026,774
-174.66824248596583,835
-172.14909647290835,987
-169.6306471471229,943
-167.11289431772548,838
-164.59583779375328,862
-162.07947738416453,833
-159.5638128978386,1044
-157.04884414357605,1080
-154.53457093009854,1120
-152.02099306604828,1225
-149.50811035998936,1069
-146.99592262040665,1000
-144.48442965570587,1159
-141.97363127421409,1027
-139.46352728417958,1025
-136.95411749377126,1205
-134.44540171107985,1181
-131.93737974411636,1112
-129.43005140081357,1304
-126.92341648902493,1670
-124.41747481652521,1644
-121.91222619101006,1517
-119.40767042009657,1782
-116.90380731132257,2475
-114.40063667214702,2759
-111.8981583099503,4716
-109.3963720320337,8904
-106.89527764561933,13314
-104.39487495785067,15711
-101.89516377579241,13831
-99.39614390642998,14586
-96.89781515667039,20987
-94.40017733334128,30093
-91.90323024319173,35616
-89.40697369289148,30820
-86.91140748903172,16796
-84.41653143812482,10244
-81.92234534660395,11905
-79.42884902082358,16892
-76.93604226705907,20796
-74.4439248915071,21342
-71.95249670028534,21500
-69.46175749943245,19735
-66.97170709490854,17246
-64.48234529259423,14659
-61.99367189829195,12600
-59.50568671772464,9407
-57.01838955653636,7064
-54.53178022029283,8130
-52.045858514480074,11265
-49.560624244506016,12805
-47.07607721569923,14606
-44.59221723330904,14770
-42.10904410250669,16083
-39.62655762838392,14318
-37.14475761595372,12888
-34.66364387015028,13906
-32.18321619582866,14276
-29.70347439776515,15481
-27.224418280657005,15104
-24.74604764912317,16413
-22.26836230770266,19552
-19.7913620608565,30547
-17.315046712966478,49094
-14.83941606833514,65041
-12.36446993118659,65041
-9.89020810566592,65041
-7.416630395839093,65041
-4.94373660569363,65041
-2.471526539137585,65041
-6.821210263296962E-13,65041
2.47084320796705,65041
4.941003281093458,65041
7.410480415786196,65041
9.879274808531363,65041
12.347386655893956,65041
14.814816154518212,65041
17.28156350112681,65041
19.74762889252179,65041
22.21301252558385,65041
24.67771459727237,22216
27.141735304626195,4893
29.605074844762612,4141
32.06773341487792,3693
34.52971121224755,2983
36.99100843422559,2754
39.45162527824516,2841
41.91156194181792,2107
44.370818622535126,2109
46.82939551806646,1927
49.287292826160524,2175
51.74451074464503,2781
54.201049471426245,2007
56.65690920448981,1469
59.112090141899785,1526
61.56659248179983,1673
64.02041642241159,2075
66.4735621620365,2265
68.92602989905402,2139
71.37781983192338,2312
73.82893215918205,2129
76.27936707944684,1655
78.72912479141326,1426
81.17820549385567,1447
83.62660938562783,1310
86.07433666566146,1310
88.5213875329681,1121
90.96776218663751,1225
93.41346082583925,1387
95.85848364982041,1560
98.30283085790859,1824
100.7465026495089,1426
103.18949922410604,1615
105.63182078126385,1503
108.07346752062438,1383
110.51443964190923,1396
112.95473734491827,1173
115.39436082953114,1252
117.83331029570547,1108
120.27158594347827,1121
122.7091879729652,1234
125.1461165843615,1300
127.58237197794062,1140
130.01795435405518,848
132.4528639131364,1001
134.88710085569494,1246
137.32066538231982,1271
139.75355769367923,1500
142.1857779905207,1270
144.61732647366978,1127
147.04820334403132,961
149.47840880258934,965
151.90794305040674,1117
154.33680628862487,1102
156.76499871846443,1156
159.19252054122433,1390
161.61937195828352,1506
164.04555317109896,1619
166.47106438120693,1837
168.89590579022217,2120
171.320077599839,2133
173.7435800118302,2285
176.16641322804742,2486
178.58857745042144,2576
181.01007288096173,2618
183.43089972175687,2717
185.85105817497413,2674
188.27054844285988,2773
190.6893707277394,2829
193.10752523201643,2820
195.5250121581745,2895
197.9418317087751,2983
200.3579840864594,2985
202.7734694939469,2974
205.18828813403627,3172
207.6024402096051,3157
210.01592592360964,3067
212.42874547908548,3015
214.84089907914665,3109
217.2523869269868,3020
219.66320922587727,2981
222.0733661791695,3019
224.48285799029293,3119
226.8916848627572,3106
229.29984700014882,3180
231.7073446061355,3209
234.11417788446204,3134
236.520347038953,3198
238.92585227351185,3332
241.33069379212054,3283
243.73487179884035,3341
246.1383864978112,3269
248.541238093252,3255
250.9434267894609,3254
253.34495279081432,3229
255.74581630176783,3213
258.1460175268563,3237
260.54555667069314,3335
262.9444339379703,3288
265.3426495334594,3252
267.7402036620107,3265
270.1370965285529,3078
272.53332833809407,3137
274.9288992957214,3014
277.32380960660055,3094
279.718059475976,2950
282.1116491091717,2961
284.5045787115897,3024
286.89684848871195,2974
289.2884586460981,2982
291.67940938938807,2933
294.0697009242996,3084
296.4593334566299,2929
298.84830719225477,3010
301.23662233712923,2933
303.6242790972866,2970
306.01127767884,2935
308.39761828798066,2941
310.78330113097934,2874
313.16832641418534,2986
315.5526943440269,2852
317.9364051270112,2767
320.3194589697242,2796
322.70185607883093,2852
325.0835966610754,2820
327.4646809232805,2709
329.8451090723478,2735
332.2248813152577,2782
334.6039978590701,2855
336.9824589109231,2846
339.36026467803447,2746
341.7374153677,2734
344.113911187295,2746
346.48975234427337,2684
348.8649390461686,2655
351.2394715005918,2698
353.61334991523415,2711
355.9865744978655,2674
358.35914545633375,2746
360.73106299856715,2790
363.10232733257146,2724
365.47293866643247,2622
367.84289720831396,2634
370.2122031664593,2584
372.5808567491905,2584
374.9488581649083,2614
377.31620762209275,2632
379.6829053293021,2654
382.0489514951745,2638
384.4143463284262,2643
386.7790900378528,2616
389.14318283232853,2543
391.50662492080653,2607
393.86941651231916,2621
396.23155781597745,2593
398.5930490409713,2558
400.9538903965696,2570
403.3140820921202,2597
405.6736243370498,2543
408.03251734086336,2496
410.3907613131465,2577
412.74835646356166,2577
415.10530300185144,2642
417.4616011378372,2632
419.81725108141893,2551
422.1722530425758,2598
424.5266072313656,2600
426.880313857925,2525
429.2333731324701,2539
431.58578526529516,2574
433.9375504667738,2608
436.2886689473588,2558
438.63914091758113,2533
440.9889665880513,2602
443.33814616945835,2584
445.68667987257015,2547
448.03456790823395,2531
450.3818104873759,2537
452.72840782100013,2458
455.07436012019105,2453
457.41966759611057,2485
459.7643304600007,2502
462.10834892318155,2594
464.4517231970525,2553
466.79445349309174,2546
469.1365400228566,2487
471.4779829979826,2605
473.81878263018564,2537
476.15893913125876,2526
478.4984527130747,2589
480.8373235875855,2614
483.17555196682144,2642
485.5131380628919,2693
487.8500820879857,2604
490.1863842543697,2675
492.52204477439034,2881
494.8570638604725,2956
497.1914417251204,3173
499.52517858091653,3253
501.85827464052306,3568
504.19073011668036,3670
506.5225452222086,3815
508.85372017000566,3706
511.18425517304956,3770
513.514150444396,3901
515.8434061971808,4395
518.1720226446176,5112
520.4999999999999,5387
522.8273384766991,5037
525.1540382881666,4843
527.480099647932,4364
529.8055227696037,3749
532.1303078668694,3285
534.454455153496,2959
536.777964843328,2757
539.1008371502907,2698
541.4230722883866,2720
543.744670471698,2783
546.0656319143858,2744
548.3859568306899,2770
550.7056454349294,2715
553.0246979415016,2708
555.3431145648834,2732
557.6608955196306,2534
559.978041020377,2557
562.2945512818363,2567
564.6104265188006,2616
566.9256669461412,2720
569.2402727788082,2658
571.5542442318302,2620
573.8675815203156,2657
576.1802848594508,2581
578.4923544645015,2742
580.8037905508126,2766
583.114593333807,2612
585.4247630289875,2746
587.7342998519354,2713
590.0432040183106,2661
592.3514757438526,2725
594.6591152443794,2745
596.9661227357875,2606
599.2724984340531,2657
601.578242555231,2702
603.8833553154542,2617
606.1878369309362,2669
608.4916876179676,2702
610.7949075929192,2639
613.0974970722403,2630
615.3994562724587,2664
617.7007854101818,2648
620.0014847020951,2677
622.3015543649641,2596
624.6009946156324,2569
626.8998056710224,2667
629.1979877481361,2667
631.4955410640538,2635
633.7924658359349,2674
636.0887622810175,2740
638.3844306166192,2732
640.6794710601358,2653
