CollectionTime,6/28/2024 3:14:49 PM
ExposureUsed,30
CalibratedSpectrum
-962.7078968117929,902
-959.9714848408522,938
-957.2358232597828,949
-954.5009119013725,925
-951.7667505983302,945
-949.0333391832855,941
-946.3006774887896,916
-943.5687653473143,951
-940.837602591253,911
-938.1071890529199,949
-935.3775245645503,914
-932.6486089583007,892
-929.9204420662485,887
-927.1930237203925,912
-924.4663537526524,925
-921.7404319948689,896
-919.0152582788041,921
-916.2908324361409,1050
-913.5671542984834,950
-910.8442236973568,901
-908.1220404642074,903
-905.4006044304027,917
-902.679915427231,944
-899.959973285902,914
-897.2407778375464,952
-894.5223289132158,976
-891.8046263438832,910
-889.0876699604426,938
-886.3714595937089,886
-883.6559950744183,938
-880.9412762332282,926
-878.2273029007168,903
-875.5140749073835,922
-872.8015920836489,939
-870.0898542598545,922
-867.3788612662631,913
-864.6686129330585,973
-861.9591090903457,950
-859.2503495681506,946
-856.5423341964203,939
-853.8350628050229,990
-851.1285352237478,932
-848.4227512823054,1054
-845.7177108103272,991
-843.0134136373656,947
-840.3098595928943,938
-837.6070485063082,985
-834.9049802069229,978
-832.2036545239757,933
-829.5030712866244,970
-826.8032303239481,1025
-824.1041314649472,998
-821.4057745385428,989
-818.7081593735775,992
-816.0112857988148,942
-813.3151536429393,1018
-810.6197627345566,1030
-807.9251129021936,1007
-805.2312039742981,989
-802.5380357792392,986
-799.8456081453069,1065
-797.1539209007124,1034
-794.462973873588,988
-791.772766891987,1032
-789.083299783884,1052
-786.3945723771743,1047
-783.7065844996748,1036
-781.0193359791231,1037
-778.3328266431781,1067
-775.6470563194197,1057
-772.9620248353489,1009
-770.2777320183878,1018
-767.5941776958798,1093
-764.9113616950891,1050
-762.2292838432011,1109
-759.5479439673222,1078
-756.8673418944801,1048
-754.1874774516235,1051
-751.5083504656222,1098
-748.8299607632671,1106
-746.15230817127,1059
-743.475392516264,1059
-740.7992136248035,1130
-738.1237713233636,1116
-735.4490654383407,1126
-732.7750957960521,1166
-730.1018622227365,1143
-727.4293645445534,1125
-724.7576025875837,1143
-722.0865761778291,1125
-719.4162851412126,1162
