CollectionTime,7/9/2024 1:26:52 PM
ExposureUsed,3
CalibratedSpectrum
-962.7078968117929,437
-959.9714848408522,494
-957.2358232597828,496
-954.5009119013725,494
-951.7667505983302,494
-949.0333391832855,495
-946.3006774887896,492
-943.5687653473143,491
-940.837602591253,503
-938.1071890529199,466
-935.3775245645503,493
-932.6486089583007,482
-929.9204420662485,501
-927.1930237203925,511
-924.4663537526524,516
-921.7404319948689,507
-919.0152582788041,508
-916.2908324361409,551
-913.5671542984834,553
-910.8442236973568,494
-908.1220404642074,494
-905.4006044304027,521
-902.679915427231,505
-899.959973285902,499
-897.2407778375464,506
-894.5223289132158,499
-891.8046263438832,491
-889.0876699604426,485
-886.3714595937089,480
-883.6559950744183,483
-880.9412762332282,487
-878.2273029007168,476
-875.5140749073835,478
-872.8015920836489,486
-870.0898542598545,461
-867.3788612662631,465
-864.6686129330585,487
-861.9591090903457,480
-859.2503495681506,499
-856.5423341964203,495
-853.8350628050229,481
-851.1285352237478,485
-848.4227512823054,475
-845.7177108103272,490
-843.0134136373656,494
-840.3098595928943,491
-837.6070485063082,497
-834.9049802069229,508
-832.2036545239757,506
-829.5030712866244,480
-826.8032303239481,509
-824.1041314649472,477
-821.4057745385428,468
-818.7081593735775,489
-816.0112857988148,490
-813.3151536429393,476
-810.6197627345566,514
-807.9251129021936,476
-805.2312039742981,500
-802.5380357792392,492
-799.8456081453069,483
-797.1539209007124,510
-794.462973873588,513
-791.772766891987,500
-789.083299783884,497
-786.3945723771743,469
-783.7065844996748,502
-781.0193359791231,467
-778.3328266431781,498
-775.6470563194197,516
-772.9620248353489,498
-770.2777320183878,497
-767.5941776958798,514
-764.9113616950891,503
-762.2292838432011,521
-759.5479439673222,503
-756.8673418944801,504
-754.1874774516235,496
-751.5083504656222,510
-748.8299607632671,523
-746.15230817127,504
-743.475392516264,540
-740.7992136248035,525
-738.1237713233636,515
-735.4490654383407,527
-732.7750957960521,525
-730.1018622227365,515
-727.4293645445534,511
-724.7576025875837,524
-722.0865761778291,521
-719.4162851412126,543
-716.7467293035781,543
-714.0779084906909,523
-711.409822528237,542
-708.7424712418238,520
-706.0758544569796,514
-703.4099719991541,547
-700.7448236937178,551
-698.0804093659622,524
-695.4167288411002,571
-692.7537819442656,508
-690.0915685005134,528
-687.4300883348199,535
-684.7693412720819,534
-682.1093271371178,550
-679.4500457546669,536
-676.7914969493897,546
-674.1336805458676,549
-671.4765963686034,569
-668.8202442420206,549
-666.1646239904642,577
-663.5097354382001,516
-660.8555784094151,569
-658.2021527282176,540
-655.5494582186366,569
-652.8974947046223,566
-650.2462620100463,589
-647.5957599587009,578
-644.9459883742998,565
-642.2969470804776,570
-639.6486359007902,573
-637.0010546587141,587
-634.3542031776476,614
-631.7080812809096,582
-629.0626887917401,566
-626.4180255333008,589
-623.7740913286734,602
-621.1308860008619,600
-618.4884093727904,605
-615.8466612673046,612
-613.2056415071715,591
-610.5653499150785,567
-607.9257863136347,663
-605.28695052537,630
-602.6488423727357,609
-600.0114616781036,551
-597.3748082637674,590
-594.7388819519412,558
-592.1036825647604,610
-589.4692099242818,633
-586.8354638524829,609
-584.2024441712624,611
-581.5701507024403,619
-578.9385832677575,586
-576.3077416888759,609
-573.6776257873787,616
-571.0482353847704,583
-568.4195703024757,636
-565.7916303618415,662
-563.164415384135,634
-560.5379251905453,644
-557.9121596021815,637
-555.2871184400748,635
-552.6628015251767,638
-550.0392086783606,626
-547.4163397204204,595
-544.794194472071,650
-542.1727727539491,624
-539.5520743866118,660
-536.9320991905377,675
-534.3128469861261,710
-531.6943175936979,709
-529.0765108334947,742
-526.4594265256793,733
-523.8430644903358,893
-521.2274245474689,1012
-518.612506517005,1093
-515.9983102187913,1075
-513.3848354725959,1095
-510.77208209810846,1195
-508.16004991493924,1348
-505.5487387426199,1572
-502.9381484006032,1713
-500.3282787082628,1765
-497.71912948489364,1654
-495.1107005497117,1453
-492.5029917218539,1279
-489.8960028203786,1072
-487.28973366426493,985
-484.68418407241325,895
-482.07935386364494,873
-479.47524285670266,835
-476.87185087025,825
-474.2691777228715,795
-471.66722323307334,814
-469.0659872192821,796
-466.4654694998459,818
-463.86566989303384,816
-461.26658821703614,770
-458.66822428996414,774
-456.07057792985,800
-453.4736489546475,799
-450.877437182231,775
-448.28194243039627,755
-445.68716451686,805
-443.09310325926003,798
-440.49975847515555,786
-437.9071299820263,776
-435.31521759727354,785
-432.72402113821954,778
-430.13354042210767,830
-427.5437752661022,795
-424.95472548728867,836
-422.36639090267386,826
-419.7787713291855,809
-417.1918665836721,878
-414.60567648290385,922
-412.0202008435715,818
-409.4354394822874,850
-406.8513922155845,868
-404.26805885991723,848
-401.685439231661,874
-399.103533147112,868
-396.522340422488,904
-393.9418608739278,872
-391.3620943174908,795
-388.7830405691583,847
-386.2046994448317,833
-383.6270707603344,820
-381.05015433141045,746
-378.473949973725,749
-375.8984575028645,709
-373.32367673433623,627
-370.74960748356875,657
-368.1762495659117,646
-365.60360279663576,578
-363.03166699093265,526
-360.4604419639154,544
-357.8899275306178,512
-355.32012350599507,508
-352.7510297049233,498
-350.1826459421999,476
-347.61497203254316,452
-345.04800779059235,473
-342.4817530309082,466
-339.91620756797226,477
-337.35137121618743,474
-334.7872437898774,512
-332.22382510328725,507
-329.66111497058273,505
-327.09911320585127,500
-324.53781962310075,488
-321.9772340362607,493
-319.4173562591816,506
-316.8581861056348,475
-314.2997233893127,471
-311.7419679238294,486
-309.1849195227194,485
-306.62857799943856,503
-304.0729431673641,504
-301.51801483979375,539
-298.963792829947,492
-296.41027695096386,518
-293.85746701590574,560
-291.3053628377552,527
-288.7539642294155,543
-286.2032710037115,556
-283.65328297338897,532
-281.1039999511146,549
-278.5554217494762,597
-276.007548180983,577
-273.4603790580651,558
-270.9139141930734,554
-268.3681533982807,544
-265.8230964858798,568
-263.27874326798565,556
-260.7350935566336,560
-258.1921471637804,581
-255.6499039013039,579
-253.10836358100266,555
-250.56752601459698,549
-248.02739101372765,607
-245.48795838995704,633
-242.94922795476816,609
-240.41119951956557,598
-237.8738728956746,592
-235.33724789434166,680
-232.80132432673452,639
-230.2661020039418,663
-227.73158073697357,679
-225.19776033676033,679
-222.66464061415422,718
-220.1322213799284,727
-217.60050244477725,695
-215.06948361931552,675
-212.53916471408013,685
-210.00954553952818,709
-207.48062590603843,705
-204.9524056239104,691
-202.4248845033651,800
-199.8980623545441,761
-197.37193898751036,786
-194.84651421224817,789
-192.32178783866232,756
-189.79775967657952,778
-187.27442953574644,800
-184.7517972258321,791
-182.2298625564256,747
-179.7086253370378,736
-177.18808537710026,801
-174.66824248596583,841
-172.14909647290835,864
-169.6306471471229,829
-167.11289431772548,835
-164.59583779375328,794
-162.07947738416453,850
-159.5638128978386,871
-157.04884414357605,925
-154.53457093009854,1121
-152.02099306604828,1094
-149.50811035998936,838
-146.99592262040665,834
-144.48442965570587,841
-141.97363127421409,955
-139.46352728417958,1105
-136.95411749377126,1256
-134.44540171107985,1189
-131.93737974411636,976
-129.43005140081357,1121
-126.92341648902493,1726
-124.41747481652521,2274
-121.91222619101006,2731
-119.40767042009657,3274
-116.90380731132257,3852
-114.40063667214702,4062
-111.8981583099503,3220
-109.3963720320337,2294
-106.89527764561933,1900
-104.39487495785067,2416
-101.89516377579241,3632
-99.39614390642998,5154
-96.89781515667039,6287
-94.40017733334128,5980
-91.90323024319173,5297
-89.40697369289148,5145
-86.91140748903172,5925
-84.41653143812482,6045
-81.92234534660395,5049
-79.42884902082358,4059
-76.93604226705907,4683
-74.4439248915071,7848
-71.95249670028534,12025
-69.46175749943245,14829
-66.97170709490854,14699
-64.48234529259423,13226
-61.99367189829195,11620
-59.50568671772464,9970
-57.01838955653636,7574
-54.53178022029283,6797
-52.045858514480074,7909
-49.560624244506016,9089
-47.07607721569923,9265
-44.59221723330904,8884
-42.10904410250669,8821
-39.62655762838392,7916
-37.14475761595372,7113
-34.66364387015028,6830
-32.18321619582866,7484
-29.70347439776515,8024
-27.224418280657005,8856
-24.74604764912317,10681
-22.26836230770266,15077
-19.7913620608565,26692
-17.315046712966478,47936
-14.83941606833514,65037
-12.36446993118659,65037
-9.89020810566592,65037
-7.416630395839093,65037
-4.94373660569363,65037
-2.471526539137585,65037
-6.821210263296962E-13,65037
2.47084320796705,65037
4.941003281093458,65037
7.410480415786196,65037
9.879274808531363,65037
12.347386655893956,65037
14.814816154518212,65037
17.28156350112681,65037
19.74762889252179,65037
22.21301252558385,65037
24.67771459727237,21590
27.141735304626195,4261
29.605074844762612,2604
32.06773341487792,2186
34.52971121224755,2078
36.99100843422559,2112
39.45162527824516,1991
41.91156194181792,1848
44.370818622535126,1781
46.82939551806646,1527
49.287292826160524,1425
51.74451074464503,1592
54.201049471426245,1559
56.65690920448981,1466
59.112090141899785,1270
61.56659248179983,1169
64.02041642241159,1073
66.4735621620365,1009
68.92602989905402,1020
71.37781983192338,1041
73.82893215918205,1026
76.27936707944684,1176
78.72912479141326,1275
81.17820549385567,1136
83.62660938562783,1215
86.07433666566146,1260
88.5213875329681,1057
90.96776218663751,869
93.41346082583925,933
95.85848364982041,1058
98.30283085790859,994
100.7465026495089,1079
103.18949922410604,1104
105.63182078126385,1081
108.07346752062438,1124
110.51443964190923,1033
112.95473734491827,895
115.39436082953114,869
117.83331029570547,866
120.27158594347827,868
122.7091879729652,918
125.1461165843615,932
127.58237197794062,841
130.01795435405518,830
132.4528639131364,1043
134.88710085569494,1143
137.32066538231982,1023
139.75355769367923,916
142.1857779905207,888
144.61732647366978,874
147.04820334403132,903
149.47840880258934,865
151.90794305040674,921
154.33680628862487,1033
156.76499871846443,1196
159.19252054122433,1345
161.61937195828352,1375
164.04555317109896,1424
166.47106438120693,1531
168.89590579022217,1690
171.320077599839,1748
173.7435800118302,1921
176.16641322804742,1925
178.58857745042144,2005
181.01007288096173,2093
183.43089972175687,2054
185.85105817497413,2099
188.27054844285988,2100
190.6893707277394,2095
193.10752523201643,2101
195.5250121581745,2193
197.9418317087751,2320
200.3579840864594,2244
202.7734694939469,2229
205.18828813403627,2179
207.6024402096051,2215
210.01592592360964,2349
212.42874547908548,2336
214.84089907914665,2316
217.2523869269868,2325
219.66320922587727,2390
222.0733661791695,2325
224.48285799029293,2370
226.8916848627572,2401
229.29984700014882,2413
231.7073446061355,2488
234.11417788446204,2354
236.520347038953,2298
238.92585227351185,2396
241.33069379212054,2364
243.73487179884035,2440
246.1383864978112,2529
248.541238093252,2428
250.9434267894609,2368
253.34495279081432,2258
255.74581630176783,2317
258.1460175268563,2304
260.54555667069314,2287
262.9444339379703,2395
265.3426495334594,2330
267.7402036620107,2342
270.1370965285529,2399
272.53332833809407,2374
274.9288992957214,2369
277.32380960660055,2366
279.718059475976,2311
282.1116491091717,2361
284.5045787115897,2416
286.89684848871195,2398
289.2884586460981,2417
291.67940938938807,2440
294.0697009242996,2462
296.4593334566299,2410
298.84830719225477,2446
301.23662233712923,2385
303.6242790972866,2430
306.01127767884,2341
308.39761828798066,2295
310.78330113097934,2302
313.16832641418534,2205
315.5526943440269,2214
317.9364051270112,2231
320.3194589697242,2235
322.70185607883093,2239
325.0835966610754,2148
327.4646809232805,2243
329.8451090723478,2128
332.2248813152577,2176
334.6039978590701,2144
336.9824589109231,2129
339.36026467803447,2034
341.7374153677,2100
344.113911187295,2067
346.48975234427337,2107
348.8649390461686,2075
351.2394715005918,2161
353.61334991523415,1970
355.9865744978655,2082
358.35914545633375,1994
360.73106299856715,2077
363.10232733257146,2084
365.47293866643247,2007
367.84289720831396,1920
370.2122031664593,2015
372.5808567491905,2036
374.9488581649083,2036
377.31620762209275,2020
379.6829053293021,1955
382.0489514951745,1906
384.4143463284262,1946
386.7790900378528,1885
389.14318283232853,1917
391.50662492080653,1988
393.86941651231916,1941
396.23155781597745,2032
398.5930490409713,1937
400.9538903965696,1991
403.3140820921202,1963
405.6736243370498,1973
408.03251734086336,1989
410.3907613131465,1884
412.74835646356166,1924
415.10530300185144,1897
417.4616011378372,1898
419.81725108141893,1828
422.1722530425758,1920
424.5266072313656,1929
426.880313857925,1889
429.2333731324701,1945
431.58578526529516,1838
433.9375504667738,1858
436.2886689473588,1846
438.63914091758113,1875
440.9889665880513,1899
443.33814616945835,1806
445.68667987257015,1804
448.03456790823395,1881
450.3818104873759,1868
452.72840782100013,1823
455.07436012019105,1874
457.41966759611057,1794
459.7643304600007,1874
462.10834892318155,1882
464.4517231970525,1814
466.79445349309174,1898
469.1365400228566,1823
471.4779829979826,1865
473.81878263018564,1845
476.15893913125876,1815
478.4984527130747,1942
480.8373235875855,2006
483.17555196682144,2041
485.5131380628919,2044
487.8500820879857,2162
490.1863842543697,2261
492.52204477439034,2455
494.8570638604725,2720
497.1914417251204,3068
499.52517858091653,3485
501.85827464052306,3870
504.19073011668036,4253
506.5225452222086,4129
508.85372017000566,4059
511.18425517304956,3993
513.514150444396,3901
515.8434061971808,4490
518.1720226446176,5341
520.4999999999999,5497
522.8273384766991,5118
525.1540382881666,4626
527.480099647932,4019
529.8055227696037,3204
532.1303078668694,2661
534.454455153496,2318
536.777964843328,2191
539.1008371502907,2121
541.4230722883866,2075
543.744670471698,2052
546.0656319143858,2076
548.3859568306899,2038
550.7056454349294,2018
553.0246979415016,1904
555.3431145648834,1937
557.6608955196306,1923
559.978041020377,1877
562.2945512818363,1929
564.6104265188006,2016
566.9256669461412,1959
569.2402727788082,1960
571.5542442318302,2072
573.8675815203156,2006
576.1802848594508,1971
578.4923544645015,2024
580.8037905508126,2016
583.114593333807,2023
585.4247630289875,1939
587.7342998519354,2009
590.0432040183106,1922
592.3514757438526,1950
594.6591152443794,1996
596.9661227357875,1947
599.2724984340531,2007
601.578242555231,2078
603.8833553154542,2069
606.1878369309362,2039
608.4916876179676,2006
610.7949075929192,1903
613.0974970722403,1926
615.3994562724587,1906
617.7007854101818,1985
620.0014847020951,2018
622.3015543649641,1985
624.6009946156324,1926
626.8998056710224,1881
629.1979877481361,1929
631.4955410640538,1987
633.7924658359349,1976
636.0887622810175,1983
638.3844306166192,1886
640.6794710601358,1908
642.9738838290426,1978
645.2676691408932,2014
647.5608272133207,1908
649.853358264037,1995
652.1452625108324,1949
654.4365401715764,1941
656.7271914642178,1995
659.0172166067838,2009
661.3066158173809,1941
663.5953893141935,1903
665.8835373154867,1998
