CollectionTime,9/20/2024 10:59:27 AM
ExposureUsed,30
CalibratedSpectrum
-962.7078968117929,731
-959.9714848408522,723
-957.2358232597828,792
-954.5009119013725,775
-951.7667505983302,842
-949.0333391832855,902
-946.3006774887896,804
-943.5687653473143,801
-940.837602591253,804
-938.1071890529199,799
-935.3775245645503,725
-932.6486089583007,778
-929.9204420662485,774
-927.1930237203925,783
-924.4663537526524,759
-921.7404319948689,820
-919.0152582788041,899
-916.2908324361409,1001
-913.5671542984834,764
-910.8442236973568,746
-908.1220404642074,751
-905.4006044304027,813
-902.679915427231,801
-899.959973285902,783
-897.2407778375464,804
-894.5223289132158,815
-891.8046263438832,840
-889.0876699604426,823
-886.3714595937089,787
-883.6559950744183,755
-880.9412762332282,787
-878.2273029007168,823
-875.5140749073835,809
-872.8015920836489,853
-870.0898542598545,716
-867.3788612662631,782
-864.6686129330585,778
-861.9591090903457,790
-859.2503495681506,781
-856.5423341964203,846
-853.8350628050229,841
-851.1285352237478,847
-848.4227512823054,862
-845.7177108103272,834
-843.0134136373656,851
-840.3098595928943,875
-837.6070485063082,839
-834.9049802069229,829
-832.2036545239757,868
-829.5030712866244,947
-826.8032303239481,932
-824.1041314649472,864
-821.4057745385428,867
-818.7081593735775,900
-816.0112857988148,868
-813.3151536429393,818
-810.6197627345566,892
-807.9251129021936,873
-805.2312039742981,832
-802.5380357792392,856
-799.8456081453069,869
-797.1539209007124,844
-794.462973873588,859
-791.772766891987,894
-789.083299783884,872
-786.3945723771743,875
-783.7065844996748,828
-781.0193359791231,816
-778.3328266431781,862
-775.6470563194197,840
-772.9620248353489,860
-770.2777320183878,914
-767.5941776958798,963
-764.9113616950891,901
-762.2292838432011,865
-759.5479439673222,810
-756.8673418944801,840
-754.1874774516235,868
-751.5083504656222,945
-748.8299607632671,950
-746.15230817127,964
-743.475392516264,926
-740.7992136248035,859
-738.1237713233636,861
-735.4490654383407,933
-732.7750957960521,925
-730.1018622227365,906
-727.4293645445534,873
-724.7576025875837,907
-722.0865761778291,897
-719.4162851412126,987
-716.7467293035781,922
-714.0779084906909,938
-711.409822528237,888
