CollectionTime,7/9/2024 4:00:07 PM
ExposureUsed,30
CalibratedSpectrum
-962.7078968117929,634
-959.9714848408522,690
-957.2358232597828,724
-954.5009119013725,711
-951.7667505983302,708
-949.0333391832855,750
-946.3006774887896,697
-943.5687653473143,693
-940.837602591253,676
-938.1071890529199,693
-935.3775245645503,686
-932.6486089583007,741
-929.9204420662485,704
-927.1930237203925,674
-924.4663537526524,675
-921.7404319948689,682
-919.0152582788041,721
-916.2908324361409,923
-913.5671542984834,706
-910.8442236973568,706
-908.1220404642074,706
-905.4006044304027,724
-902.679915427231,703
-899.959973285902,678
-897.2407778375464,714
-894.5223289132158,694
-891.8046263438832,721
-889.0876699604426,703
-886.3714595937089,724
-883.6559950744183,711
-880.9412762332282,702
-878.2273029007168,706
-875.5140749073835,685
-872.8015920836489,719
-870.0898542598545,706
-867.3788612662631,708
-864.6686129330585,756
-861.9591090903457,760
-859.2503495681506,752
-856.5423341964203,741
-853.8350628050229,731
-851.1285352237478,700
-848.4227512823054,748
-845.7177108103272,773
-843.0134136373656,751
-840.3098595928943,766
-837.6070485063082,788
-834.9049802069229,815
-832.2036545239757,790
-829.5030712866244,790
-826.8032303239481,797
-824.1041314649472,764
-821.4057745385428,761
-818.7081593735775,800
-816.0112857988148,771
-813.3151536429393,769
-810.6197627345566,774
-807.9251129021936,770
-805.2312039742981,790
-802.5380357792392,800
-799.8456081453069,799
-797.1539209007124,795
-794.462973873588,763
-791.772766891987,791
-789.083299783884,782
-786.3945723771743,779
-783.7065844996748,761
-781.0193359791231,777
-778.3328266431781,834
-775.6470563194197,754
-772.9620248353489,787
-770.2777320183878,750
-767.5941776958798,783
-764.9113616950891,806
-762.2292838432011,805
-759.5479439673222,774
-756.8673418944801,745
-754.1874774516235,780
-751.5083504656222,814
-748.8299607632671,840
-746.15230817127,775
-743.475392516264,830
-740.7992136248035,862
-738.1237713233636,811
-735.4490654383407,804
-732.7750957960521,818
-730.1018622227365,836
-727.4293645445534,829
-724.7576025875837,807
-722.0865761778291,783
-719.4162851412126,819
-716.7467293035781,802
-714.0779084906909,847
-711.409822528237,834
