CollectionTime,7/11/2024 1:10:40 PM
ExposureUsed,30
CalibratedSpectrum
-962.7078968117929,600
-959.9714848408522,672
-957.2358232597828,707
-954.5009119013725,694
-951.7667505983302,681
-949.0333391832855,757
-946.3006774887896,736
-943.5687653473143,726
-940.837602591253,664
-938.1071890529199,658
-935.3775245645503,660
-932.6486089583007,728
-929.9204420662485,706
-927.1930237203925,690
-924.4663537526524,666
-921.7404319948689,673
-919.0152582788041,707
-916.2908324361409,1007
-913.5671542984834,717
-910.8442236973568,648
-908.1220404642074,654
-905.4006044304027,665
-902.679915427231,659
-899.959973285902,641
-897.2407778375464,686
-894.5223289132158,658
-891.8046263438832,697
-889.0876699604426,640
-886.3714595937089,667
-883.6559950744183,731
-880.9412762332282,715
-878.2273029007168,695
-875.5140749073835,680
-872.8015920836489,684
-870.0898542598545,699
-867.3788612662631,706
-864.6686129330585,726
-861.9591090903457,702
-859.2503495681506,718
-856.5423341964203,685
-853.8350628050229,725
-851.1285352237478,686
-848.4227512823054,752
-845.7177108103272,720
-843.0134136373656,711
-840.3098595928943,708
-837.6070485063082,754
-834.9049802069229,715
-832.2036545239757,731
-829.5030712866244,739
-826.8032303239481,744
-824.1041314649472,719
-821.4057745385428,723
-818.7081593735775,743
-816.0112857988148,738
-813.3151536429393,819
-810.6197627345566,775
-807.9251129021936,758
-805.2312039742981,720
-802.5380357792392,717
-799.8456081453069,732
-797.1539209007124,744
-794.462973873588,793
-791.772766891987,743
-789.083299783884,735
-786.3945723771743,746
-783.7065844996748,767
-781.0193359791231,746
-778.3328266431781,796
-775.6470563194197,774
-772.9620248353489,772
-770.2777320183878,774
-767.5941776958798,775
-764.9113616950891,768
-762.2292838432011,772
-759.5479439673222,769
-756.8673418944801,767
-754.1874774516235,780
-751.5083504656222,777
-748.8299607632671,819
-746.15230817127,787
-743.475392516264,812
-740.7992136248035,851
-738.1237713233636,862
-735.4490654383407,809
-732.7750957960521,818
-730.1018622227365,850
-727.4293645445534,834
-724.7576025875837,830
-722.0865761778291,832
-719.4162851412126,874
-716.7467293035781,859
-714.0779084906909,857
-711.409822528237,871
