CollectionTime,7/9/2024 4:22:35 PM
ExposureUsed,30
CalibratedSpectrum
-962.7078968117929,662
-959.9714848408522,702
-957.2358232597828,700
-954.5009119013725,684
-951.7667505983302,693
-949.0333391832855,699
-946.3006774887896,727
-943.5687653473143,689
-940.837602591253,680
-938.1071890529199,688
-935.3775245645503,687
-932.6486089583007,711
-929.9204420662485,683
-927.1930237203925,671
-924.4663537526524,693
-921.7404319948689,696
-919.0152582788041,710
-916.2908324361409,949
-913.5671542984834,715
-910.8442236973568,688
-908.1220404642074,700
-905.4006044304027,701
-902.679915427231,699
-899.959973285902,737
-897.2407778375464,718
-894.5223289132158,720
-891.8046263438832,676
-889.0876699604426,721
-886.3714595937089,708
-883.6559950744183,753
-880.9412762332282,737
-878.2273029007168,672
-875.5140749073835,743
-872.8015920836489,735
-870.0898542598545,714
-867.3788612662631,707
-864.6686129330585,724
-861.9591090903457,727
-859.2503495681506,749
-856.5423341964203,751
-853.8350628050229,769
-851.1285352237478,699
-848.4227512823054,733
-845.7177108103272,764
-843.0134136373656,760
-840.3098595928943,778
-837.6070485063082,812
-834.9049802069229,770
-832.2036545239757,737
-829.5030712866244,785
-826.8032303239481,754
-824.1041314649472,734
-821.4057745385428,822
-818.7081593735775,776
-816.0112857988148,772
-813.3151536429393,761
-810.6197627345566,786
-807.9251129021936,757
-805.2312039742981,743
-802.5380357792392,774
-799.8456081453069,793
-797.1539209007124,750
-794.462973873588,807
-791.772766891987,842
-789.083299783884,824
-786.3945723771743,798
-783.7065844996748,760
-781.0193359791231,785
-778.3328266431781,798
-775.6470563194197,766
-772.9620248353489,770
-770.2777320183878,770
-767.5941776958798,785
-764.9113616950891,836
-762.2292838432011,819
-759.5479439673222,791
-756.8673418944801,759
-754.1874774516235,830
-751.5083504656222,786
-748.8299607632671,846
-746.15230817127,799
-743.475392516264,807
-740.7992136248035,857
-738.1237713233636,822
-735.4490654383407,816
-732.7750957960521,852
-730.1018622227365,808
-727.4293645445534,790
-724.7576025875837,831
-722.0865761778291,808
-719.4162851412126,849
-716.7467293035781,810
-714.0779084906909,857
-711.409822528237,837
