CollectionTime,4/2/2024 11:25:07 AM
ExposureUsed,30
CalibratedSpectrum
-994.8464149364308,931
-991.9439705588344,1109
-989.042830375826,1012
-986.1429931109675,914
-983.2444574887519,996
-980.3472222346043,1131
-977.4512860748813,1006
-974.5566477368716,884
-971.6633059487953,885
-968.7712594398042,922
-965.8805069399822,906
-962.9910471803447,923
-960.1028788928387,922
-957.2160008103432,982
-954.3304116666687,886
-951.4461101965578,996
-948.5630951356844,948
-945.6813652206545,1248
-942.8009191890055,1105
-939.9217557792067,1059
-937.0438737306594,1128
-934.167271783696,1041
-931.2919486795813,952
-928.4179031605115,934
-925.5451339696144,1058
-922.67363985095,1137
-919.8034195495097,1040
-916.9344718112166,1025
-914.0667953829256,999
-911.2003890124234,1094
-908.3352514484286,1025
-905.471381440591,936
-902.6087777394928,930
-899.7474390966474,1018
-896.8873642645002,1076
-894.0285519964284,998
-891.1710010467407,914
-888.3147101706776,912
-885.4596781244115,915
-882.6059036650465,946
-879.7533855506183,878
-876.9021225400943,904
-874.0521133933738,970
-871.2033568712878,935
-868.3558517355991,935
-865.509596749002,1067
-862.6645906751228,1078
-859.8208322785192,1098
-856.9783203246812,1089
-854.1370535800299,981
-851.2970308119186,997
-848.4582507886321,947
-845.620712279387,1027
-842.7844140543316,1005
-839.9493548845461,1059
-837.1155335420422,1096
-834.2829487997635,999
-831.4515994315852,952
-828.6214842123144,1026
-825.7926019176898,1045
-822.9649513243819,944
-820.138531209993,1051
-817.3133403530569,1091
-814.4893775330396,1091
-811.6666415303382,1113
-808.845131126282,1071
-806.0248451031321,990
-803.2057822440808,972
-800.3879413332527,979
-797.5713211557038,1094
-794.755920497422,1153
-791.941738145327,1088
-789.1287728872701,1050
-786.3170235120342,1163
-783.5064888093341,1114
-780.6971675698165,1016
-777.8890585850597,973
-775.0821606475735,1041
-772.2764725507997,1011
-769.4719930891118,1050
-766.6687210578151,1050
-763.8666552531465,1192
-761.0657944722747,1358
-758.2661375133,1337
-755.4676831752547,1143
-752.6704302581027,1116
-749.8743775627395,1104
-747.0795238909925,1022
-744.285868045621,1022
-741.4934088303156,1084
