CollectionTime,7/9/2024 11:05:04 AM
ExposureUsed,3
CalibratedSpectrum
-962.7078968117929,652
-959.9714848408522,719
-957.2358232597828,745
-954.5009119013725,688
-951.7667505983302,713
-949.0333391832855,751
-946.3006774887896,714
-943.5687653473143,720
-940.837602591253,724
-938.1071890529199,706
-935.3775245645503,706
-932.6486089583007,721
-929.9204420662485,737
-927.1930237203925,730
-924.4663537526524,758
-921.7404319948689,741
-919.0152582788041,709
-916.2908324361409,792
-913.5671542984834,718
-910.8442236973568,710
-908.1220404642074,725
-905.4006044304027,747
-902.679915427231,736
-899.959973285902,754
-897.2407778375464,743
-894.5223289132158,658
-891.8046263438832,732
-889.0876699604426,664
-886.3714595937089,690
-883.6559950744183,727
-880.9412762332282,716
-878.2273029007168,716
-875.5140749073835,714
-872.8015920836489,769
-870.0898542598545,745
-867.3788612662631,714
-864.6686129330585,722
-861.9591090903457,741
-859.2503495681506,763
-856.5423341964203,701
-853.8350628050229,734
-851.1285352237478,705
-848.4227512823054,737
-845.7177108103272,746
-843.0134136373656,706
-840.3098595928943,749
-837.6070485063082,771
-834.9049802069229,749
-832.2036545239757,773
-829.5030712866244,734
-826.8032303239481,765
-824.1041314649472,779
-821.4057745385428,766
-818.7081593735775,737
-816.0112857988148,754
-813.3151536429393,715
-810.6197627345566,759
-807.9251129021936,725
-805.2312039742981,716
-802.5380357792392,754
-799.8456081453069,803
-797.1539209007124,760
-794.462973873588,749
-791.772766891987,799
-789.083299783884,763
-786.3945723771743,740
-783.7065844996748,767
-781.0193359791231,774
-778.3328266431781,764
-775.6470563194197,757
-772.9620248353489,770
-770.2777320183878,786
-767.5941776958798,762
-764.9113616950891,817
-762.2292838432011,791
-759.5479439673222,719
-756.8673418944801,750
-754.1874774516235,787
-751.5083504656222,801
-748.8299607632671,805
-746.15230817127,781
-743.475392516264,777
-740.7992136248035,822
-738.1237713233636,778
-735.4490654383407,799
-732.7750957960521,792
-730.1018622227365,802
-727.4293645445534,807
-724.7576025875837,793
-722.0865761778291,786
-719.4162851412126,775
-716.7467293035781,795
-714.0779084906909,816
-711.409822528237,778
-708.7424712418238,804
-706.0758544569796,841
-703.4099719991541,902
-700.7448236937178,846
-698.0804093659622,855
-695.4167288411002,786
-692.7537819442656,834
-690.0915685005134,843
-687.4300883348199,852
-684.7693412720819,851
-682.1093271371178,863
-679.4500457546669,837
-676.7914969493897,854
-674.1336805458676,835
-671.4765963686034,846
-668.8202442420206,818
-666.1646239904642,845
-663.5097354382001,845
-660.8555784094151,856
-658.2021527282176,855
-655.5494582186366,889
-652.8974947046223,854
-650.2462620100463,852
-647.5957599587009,863
-644.9459883742998,891
-642.2969470804776,864
-639.6486359007902,840
-637.0010546587141,939
-634.3542031776476,897
-631.7080812809096,890
-629.0626887917401,904
-626.4180255333008,890
-623.7740913286734,946
-621.1308860008619,907
-618.4884093727904,849
-615.8466612673046,901
-613.2056415071715,904
-610.5653499150785,887
-607.9257863136347,895
-605.28695052537,907
-602.6488423727357,877
-600.0114616781036,849
-597.3748082637674,879
-594.7388819519412,943
-592.1036825647604,886
-589.4692099242818,956
-586.8354638524829,955
-584.2024441712624,944
-581.5701507024403,898
-578.9385832677575,956
-576.3077416888759,945
-573.6776257873787,900
-571.0482353847704,942
-568.4195703024757,908
-565.7916303618415,898
-563.164415384135,948
-560.5379251905453,945
-557.9121596021815,954
-555.2871184400748,963
-552.6628015251767,954
-550.0392086783606,948
-547.4163397204204,962
-544.794194472071,967
-542.1727727539491,933
-539.5520743866118,1001
-536.9320991905377,1016
-534.3128469861261,1007
-531.6943175936979,1033
-529.0765108334947,1002
-526.4594265256793,1124
-523.8430644903358,1241
-521.2274245474689,1310
-518.612506517005,1393
-515.9983102187913,1338
-513.3848354725959,1329
-510.77208209810846,1331
-508.16004991493924,1412
-505.5487387426199,1501
-502.9381484006032,1688
-500.3282787082628,1734
-497.71912948489364,1786
-495.1107005497117,1743
-492.5029917218539,1600
-489.8960028203786,1457
-487.28973366426493,1397
-484.68418407241325,1254
-482.07935386364494,1207
-479.47524285670266,1203
-476.87185087025,1117
-474.2691777228715,1171
-471.66722323307334,1186
-469.0659872192821,1227
-466.4654694998459,1137
-463.86566989303384,1190
-461.26658821703614,1168
-458.66822428996414,1157
-456.07057792985,1153
-453.4736489546475,1209
-450.877437182231,1130
-448.28194243039627,1132
-445.68716451686,1145
-443.09310325926003,1136
-440.49975847515555,1137
-437.9071299820263,1106
-435.31521759727354,1098
-432.72402113821954,1124
-430.13354042210767,1157
-427.5437752661022,1137
-424.95472548728867,1191
-422.36639090267386,1107
-419.7787713291855,1191
-417.1918665836721,1275
-414.60567648290385,1255
-412.0202008435715,1184
-409.4354394822874,1241
-406.8513922155845,1258
-404.26805885991723,1241
-401.685439231661,1227
-399.103533147112,1200
-396.522340422488,1252
-393.9418608739278,1239
-391.3620943174908,1232
-388.7830405691583,1173
-386.2046994448317,1153
-383.6270707603344,1084
-381.05015433141045,1053
-378.473949973725,989
-375.8984575028645,889
-373.32367673433623,785
-370.74960748356875,747
-368.1762495659117,749
-365.60360279663576,657
-363.03166699093265,609
-360.4604419639154,598
-357.8899275306178,545
-355.32012350599507,528
-352.7510297049233,494
-350.1826459421999,484
-347.61497203254316,484
-345.04800779059235,495
-342.4817530309082,502
-339.91620756797226,546
-337.35137121618743,501
-334.7872437898774,496
-332.22382510328725,533
-329.66111497058273,504
-327.09911320585127,525
-324.53781962310075,533
-321.9772340362607,517
-319.4173562591816,490
-316.8581861056348,505
-314.2997233893127,526
-311.7419679238294,494
-309.1849195227194,513
-306.62857799943856,523
-304.0729431673641,596
-301.51801483979375,573
-298.963792829947,582
-296.41027695096386,565
-293.85746701590574,612
-291.3053628377552,666
-288.7539642294155,708
-286.2032710037115,575
-283.65328297338897,559
-281.1039999511146,645
-278.5554217494762,658
-276.007548180983,587
-273.4603790580651,635
-270.9139141930734,594
-268.3681533982807,573
-265.8230964858798,627
-263.27874326798565,625
-260.7350935566336,649
-258.1921471637804,676
-255.6499039013039,676
-253.10836358100266,681
-250.56752601459698,620
-248.02739101372765,651
-245.48795838995704,691
-242.94922795476816,663
-240.41119951956557,658
-237.8738728956746,777
-235.33724789434166,805
-232.80132432673452,729
-230.2661020039418,682
-227.73158073697357,675
-225.19776033676033,739
-222.66464061415422,800
-220.1322213799284,714
-217.60050244477725,646
-215.06948361931552,696
-212.53916471408013,841
-210.00954553952818,819
-207.48062590603843,776
-204.9524056239104,755
-202.4248845033651,871
-199.8980623545441,870
-197.37193898751036,803
-194.84651421224817,804
-192.32178783866232,758
-189.79775967657952,765
-187.27442953574644,862
-184.7517972258321,955
-182.2298625564256,898
-179.7086253370378,839
-177.18808537710026,812
-174.66824248596583,853
-172.14909647290835,933
-169.6306471471229,966
-167.11289431772548,869
-164.59583779375328,943
-162.07947738416453,888
-159.5638128978386,990
-157.04884414357605,1255
-154.53457093009854,1429
-152.02099306604828,1279
-149.50811035998936,977
-146.99592262040665,1043
-144.48442965570587,1012
-141.97363127421409,989
-139.46352728417958,1212
-136.95411749377126,1458
-134.44540171107985,1530
-131.93737974411636,1222
-129.43005140081357,1323
-126.92341648902493,1685
-124.41747481652521,1647
-121.91222619101006,1659
-119.40767042009657,2177
-116.90380731132257,2562
-114.40063667214702,2211
-111.8981583099503,1723
-109.3963720320337,1962
-106.89527764561933,2931
-104.39487495785067,3571
-101.89516377579241,3790
-99.39614390642998,3901
-96.89781515667039,4037
-94.40017733334128,4410
-91.90323024319173,4526
-89.40697369289148,5333
-86.91140748903172,6356
-84.41653143812482,6448
-81.92234534660395,5190
-79.42884902082358,4914
-76.93604226705907,7194
-74.4439248915071,11752
-71.95249670028534,15452
-69.46175749943245,17595
-66.97170709490854,16357
-64.48234529259423,13964
-61.99367189829195,11390
-59.50568671772464,9898
-57.01838955653636,8983
-54.53178022029283,8452
-52.045858514480074,7591
-49.560624244506016,8798
-47.07607721569923,9740
-44.59221723330904,10426
-42.10904410250669,10505
-39.62655762838392,10503
-37.14475761595372,10013
-34.66364387015028,9286
-32.18321619582866,9661
-29.70347439776515,9699
-27.224418280657005,9833
-24.74604764912317,11748
-22.26836230770266,18959
-19.7913620608565,37138
-17.315046712966478,65041
-14.83941606833514,65041
-12.36446993118659,65041
-9.89020810566592,65041
-7.416630395839093,65041
-4.94373660569363,65041
-2.471526539137585,65041
-6.821210263296962E-13,65041
2.47084320796705,65041
4.941003281093458,65041
7.410480415786196,65041
9.879274808531363,65041
12.347386655893956,65041
14.814816154518212,65041
17.28156350112681,65041
19.74762889252179,65041
22.21301252558385,65041
24.67771459727237,21484
27.141735304626195,4426
29.605074844762612,2545
32.06773341487792,2020
34.52971121224755,2134
36.99100843422559,2334
39.45162527824516,2120
41.91156194181792,2007
44.370818622535126,1798
46.82939551806646,1432
49.287292826160524,1447
51.74451074464503,1499
54.201049471426245,1468
56.65690920448981,1441
59.112090141899785,1225
61.56659248179983,1336
64.02041642241159,1260
66.4735621620365,1260
68.92602989905402,1135
71.37781983192338,1102
73.82893215918205,1173
76.27936707944684,1310
78.72912479141326,1511
81.17820549385567,1469
83.62660938562783,1254
86.07433666566146,1115
88.5213875329681,890
90.96776218663751,945
93.41346082583925,1052
95.85848364982041,1163
98.30283085790859,1380
100.7465026495089,1322
103.18949922410604,1136
105.63182078126385,1117
108.07346752062438,1156
110.51443964190923,1070
112.95473734491827,1086
115.39436082953114,1190
117.83331029570547,1112
120.27158594347827,947
122.7091879729652,1195
125.1461165843615,1238
127.58237197794062,1187
130.01795435405518,1062
132.4528639131364,1017
134.88710085569494,999
137.32066538231982,914
139.75355769367923,896
142.1857779905207,917
144.61732647366978,952
147.04820334403132,977
149.47840880258934,1000
151.90794305040674,1065
154.33680628862487,1244
156.76499871846443,1539
159.19252054122433,1664
161.61937195828352,1815
164.04555317109896,1960
166.47106438120693,2158
168.89590579022217,2391
171.320077599839,2552
173.7435800118302,2690
176.16641322804742,2753
178.58857745042144,3100
181.01007288096173,3289
183.43089972175687,3227
185.85105817497413,3245
188.27054844285988,3180
190.6893707277394,3128
193.10752523201643,3311
195.5250121581745,3346
197.9418317087751,3445
200.3579840864594,3396
202.7734694939469,3310
205.18828813403627,3459
207.6024402096051,3513
210.01592592360964,3445
212.42874547908548,3445
214.84089907914665,3445
217.2523869269868,3442
219.66320922587727,3307
222.0733661791695,3350
224.48285799029293,3233
226.8916848627572,3213
229.29984700014882,3257
231.7073446061355,3344
234.11417788446204,3255
236.520347038953,3263
238.92585227351185,3248
241.33069379212054,3406
243.73487179884035,3474
246.1383864978112,3389
248.541238093252,3356
250.9434267894609,3453
253.34495279081432,3435
255.74581630176783,3408
258.1460175268563,3283
260.54555667069314,3350
262.9444339379703,3365
265.3426495334594,3307
267.7402036620107,3217
270.1370965285529,3240
272.53332833809407,3138
274.9288992957214,3013
277.32380960660055,3076
279.718059475976,2999
282.1116491091717,2969
284.5045787115897,3002
286.89684848871195,3026
289.2884586460981,3143
291.67940938938807,3113
294.0697009242996,3052
296.4593334566299,3051
298.84830719225477,3019
301.23662233712923,3006
303.6242790972866,3000
306.01127767884,2944
308.39761828798066,2880
310.78330113097934,2869
313.16832641418534,2888
315.5526943440269,2905
317.9364051270112,2818
320.3194589697242,2832
322.70185607883093,2875
325.0835966610754,2734
327.4646809232805,2631
329.8451090723478,2768
332.2248813152577,2772
334.6039978590701,2796
336.9824589109231,2706
339.36026467803447,2645
341.7374153677,2729
344.113911187295,2644
346.48975234427337,2699
348.8649390461686,2628
351.2394715005918,2605
353.61334991523415,2597
355.9865744978655,2605
358.35914545633375,2647
360.73106299856715,2642
363.10232733257146,2618
365.47293866643247,2610
367.84289720831396,2562
370.2122031664593,2563
372.5808567491905,2636
374.9488581649083,2552
377.31620762209275,2550
379.6829053293021,2519
382.0489514951745,2476
384.4143463284262,2498
386.7790900378528,2483
389.14318283232853,2510
391.50662492080653,2523
393.86941651231916,2536
396.23155781597745,2577
398.5930490409713,2515
400.9538903965696,2472
403.3140820921202,2476
405.6736243370498,2428
408.03251734086336,2468
410.3907613131465,2467
412.74835646356166,2475
415.10530300185144,2500
417.4616011378372,2453
419.81725108141893,2409
422.1722530425758,2349
424.5266072313656,2408
426.880313857925,2432
429.2333731324701,2345
431.58578526529516,2421
433.9375504667738,2360
436.2886689473588,2436
438.63914091758113,2435
440.9889665880513,2281
443.33814616945835,2381
445.68667987257015,2358
448.03456790823395,2414
450.3818104873759,2343
452.72840782100013,2418
455.07436012019105,2336
457.41966759611057,2436
459.7643304600007,2417
462.10834892318155,2365
464.4517231970525,2338
466.79445349309174,2321
469.1365400228566,2332
471.4779829979826,2286
473.81878263018564,2335
476.15893913125876,2385
478.4984527130747,2500
480.8373235875855,2468
483.17555196682144,2634
485.5131380628919,2621
487.8500820879857,2779
490.1863842543697,2877
492.52204477439034,3094
494.8570638604725,3276
497.1914417251204,3538
499.52517858091653,3674
501.85827464052306,3660
504.19073011668036,3705
506.5225452222086,3638
508.85372017000566,3606
511.18425517304956,3525
513.514150444396,3652
515.8434061971808,4684
518.1720226446176,5714
520.4999999999999,6054
522.8273384766991,5589
525.1540382881666,5112
527.480099647932,4457
529.8055227696037,3712
532.1303078668694,3070
534.454455153496,2765
536.777964843328,2700
539.1008371502907,2569
541.4230722883866,2606
543.744670471698,2487
546.0656319143858,2516
548.3859568306899,2437
550.7056454349294,2448
553.0246979415016,2370
555.3431145648834,2509
557.6608955196306,2368
559.978041020377,2468
562.2945512818363,2362
564.6104265188006,2458
566.9256669461412,2482
569.2402727788082,2582
571.5542442318302,2516
573.8675815203156,2390
576.1802848594508,2461
578.4923544645015,2526
580.8037905508126,2507
583.114593333807,2505
585.4247630289875,2467
587.7342998519354,2467
590.0432040183106,2383
592.3514757438526,2436
594.6591152443794,2499
596.9661227357875,2584
599.2724984340531,2537
601.578242555231,2443
603.8833553154542,2469
606.1878369309362,2455
608.4916876179676,2442
610.7949075929192,2431
613.0974970722403,2475
615.3994562724587,2468
617.7007854101818,2377
620.0014847020951,2342
622.3015543649641,2348
624.6009946156324,2462
626.8998056710224,2472
629.1979877481361,2510
631.4955410640538,2405
633.7924658359349,2443
636.0887622810175,2503
638.3844306166192,2425
640.6794710601358,2500
642.9738838290426,2472
645.2676691408932,2443
647.5608272133207,2475
649.853358264037,2553
652.1452625108324,2491
654.4365401715764,2520
